episode,quality_cost,deadline_cost,lambda_quality,lambda_deadline,method,seed
107.0,1.0,0.0,0.0,0.0,service_only_ppo,2
108.0,0.975,0.0,0.0,0.0,service_only_ppo,2
109.0,1.0,0.0,0.0,0.0,service_only_ppo,2
110.0,1.0,0.0,0.0,0.0,service_only_ppo,2
111.0,1.0,0.0,0.0,0.0,service_only_ppo,2
112.0,0.975,0.0,0.0,0.0,service_only_ppo,2
113.0,1.0,0.0,0.0,0.0,service_only_ppo,2
114.0,1.0,0.0,0.0,0.0,service_only_ppo,2
115.0,0.975,0.0,0.0,0.0,service_only_ppo,2
116.0,0.95,0.0,0.0,0.0,service_only_ppo,2
117.0,0.95,0.0,0.0,0.0,service_only_ppo,2
118.0,1.0,0.0,0.0,0.0,service_only_ppo,2
119.0,1.0,0.0,0.0,0.0,service_only_ppo,2
0.0,0.7,0.475,0.0,0.0,hybrid_ppo,2
1.0,1.0,0.375,0.0,0.0,hybrid_ppo,2
2.0,0.75,0.625,0.0,0.0,hybrid_ppo,2
3.0,0.975,0.35,0.0,0.0,hybrid_ppo,2
4.0,0.425,0.525,0.0,0.0,hybrid_ppo,2
5.0,0.65,0.375,0.0,0.0,hybrid_ppo,2
6.0,0.625,0.45,0.0,0.0,hybrid_ppo,2
7.0,0.75,0.35,0.0,0.0,hybrid_ppo,2
8.0,0.75,0.4,0.0,0.0,hybrid_ppo,2
9.0,0.875,0.4,0.0,0.0,hybrid_ppo,2
10.0,0.925,0.625,0.0,0.0,hybrid_ppo,2
11.0,0.5,0.45,0.0,0.0,hybrid_ppo,2
12.0,0.725,0.475,0.0,0.0,hybrid_ppo,2
13.0,0.675,0.375,0.0,0.0,hybrid_ppo,2
14.0,0.975,0.375,0.0,0.0,hybrid_ppo,2
15.0,0.35,0.55,0.0,0.0,hybrid_ppo,2
16.0,0.65,0.625,0.0,0.0,hybrid_ppo,2
17.0,0.975,0.475,0.0,0.0,hybrid_ppo,2
18.0,0.975,0.35,0.0,0.0,hybrid_ppo,2
19.0,0.725,0.425,0.0,0.0,hybrid_ppo,2
20.0,0.65,0.425,0.0,0.0,hybrid_ppo,2
21.0,0.85,0.225,0.0,0.0,hybrid_ppo,2
22.0,1.0,0.3,0.0,0.0,hybrid_ppo,2
23.0,0.95,0.25,0.0,0.0,hybrid_ppo,2
24.0,0.975,0.25,0.0,0.0,hybrid_ppo,2
25.0,0.65,0.35,0.0,0.0,hybrid_ppo,2
26.0,0.8,0.175,0.0,0.0,hybrid_ppo,2
27.0,0.825,0.15,0.0,0.0,hybrid_ppo,2
28.0,1.0,0.1,0.0,0.0,hybrid_ppo,2
29.0,0.825,0.125,0.0,0.0,hybrid_ppo,2
30.0,0.925,0.075,0.0,0.0,hybrid_ppo,2
31.0,0.95,0.025,0.0,0.0,hybrid_ppo,2
32.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
33.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
34.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
35.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
36.0,0.95,0.025,0.0,0.0,hybrid_ppo,2
37.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
38.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
39.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
40.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
41.0,0.975,0.025,0.0,0.0,hybrid_ppo,2
42.0,0.975,0.025,0.0,0.0,hybrid_ppo,2
43.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
44.0,0.925,0.0,0.0,0.0,hybrid_ppo,2
45.0,1.0,0.025,0.0,0.0,hybrid_ppo,2
46.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
47.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
48.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
49.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
50.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
51.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
52.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
53.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
54.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
55.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
56.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
57.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
58.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
59.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
60.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
61.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
62.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
63.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
64.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
65.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
66.0,0.95,0.025,0.0,0.0,hybrid_ppo,2
67.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
68.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
69.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
70.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
71.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
72.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
73.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
74.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
75.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
76.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
77.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
78.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
79.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
80.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
81.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
82.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
83.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
84.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
85.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
86.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
87.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
88.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
89.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
90.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
91.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
92.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
93.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
94.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
95.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
96.0,0.95,0.025,0.0,0.0,hybrid_ppo,2
97.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
98.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
99.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
100.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
101.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
102.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
103.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
104.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
105.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
106.0,0.975,0.025,0.0,0.0,hybrid_ppo,2
107.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
108.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
109.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
110.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
111.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
112.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
113.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
114.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
115.0,0.975,0.0,0.0,0.0,hybrid_ppo,2
116.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
117.0,0.95,0.0,0.0,0.0,hybrid_ppo,2
118.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
119.0,1.0,0.0,0.0,0.0,hybrid_ppo,2
0.0,0.7,0.475,0.034999999999999996,0.02375,hybrid_tch_ppo,2
1.0,1.0,0.375,0.08499999999999999,0.0425,hybrid_tch_ppo,2
2.0,0.75,0.625,0.1225,0.07375000000000001,hybrid_tch_ppo,2
3.0,0.975,0.35,0.17125,0.09125000000000001,hybrid_tch_ppo,2
4.0,0.425,0.525,0.1925,0.11750000000000002,hybrid_tch_ppo,2
5.0,0.65,0.375,0.225,0.13625000000000004,hybrid_tch_ppo,2
6.0,0.625,0.45,0.25625,0.15875000000000003,hybrid_tch_ppo,2
7.0,0.75,0.35,0.29374999999999996,0.17625000000000002,hybrid_tch_ppo,2
8.0,0.75,0.4,0.33124999999999993,0.19625000000000004,hybrid_tch_ppo,2
9.0,0.875,0.4,0.37499999999999994,0.21625000000000005,hybrid_tch_ppo,2
10.0,0.925,0.625,0.42124999999999996,0.24750000000000005,hybrid_tch_ppo,2
11.0,0.5,0.45,0.44625,0.2700000000000001,hybrid_tch_ppo,2
12.0,0.725,0.475,0.4825,0.29375000000000007,hybrid_tch_ppo,2
13.0,0.675,0.425,0.51625,0.31500000000000006,hybrid_tch_ppo,2
14.0,0.975,0.375,0.565,0.33375000000000005,hybrid_tch_ppo,2
15.0,0.325,0.575,0.5812499999999999,0.36250000000000004,hybrid_tch_ppo,2
16.0,0.65,0.625,0.6137499999999999,0.39375000000000004,hybrid_tch_ppo,2
17.0,0.975,0.475,0.6624999999999999,0.41750000000000004,hybrid_tch_ppo,2
18.0,0.975,0.375,0.7112499999999998,0.43625,hybrid_tch_ppo,2
19.0,0.7,0.425,0.7462499999999999,0.4575,hybrid_tch_ppo,2
20.0,0.6,0.475,0.7762499999999999,0.48125,hybrid_tch_ppo,2
21.0,0.825,0.25,0.8174999999999999,0.49375,hybrid_tch_ppo,2
22.0,1.0,0.325,0.8674999999999999,0.51,hybrid_tch_ppo,2
23.0,0.95,0.325,0.9149999999999999,0.52625,hybrid_tch_ppo,2
24.0,0.975,0.35,0.9637499999999999,0.54375,hybrid_tch_ppo,2
25.0,0.6,0.375,0.9937499999999999,0.5625,hybrid_tch_ppo,2
26.0,0.8,0.175,1.03375,0.57125,hybrid_tch_ppo,2
27.0,0.9,0.2,1.0787499999999999,0.58125,hybrid_tch_ppo,2
28.0,1.0,0.15,1.12875,0.58875,hybrid_tch_ppo,2
29.0,0.825,0.175,1.17,0.5975,hybrid_tch_ppo,2
30.0,0.875,0.125,1.2137499999999999,0.60375,hybrid_tch_ppo,2
31.0,0.925,0.05,1.2599999999999998,0.60625,hybrid_tch_ppo,2
32.0,0.975,0.025,1.3087499999999999,0.6074999999999999,hybrid_tch_ppo,2
33.0,1.0,0.0,1.35875,0.6074999999999999,hybrid_tch_ppo,2
34.0,0.925,0.025,1.4049999999999998,0.6087499999999999,hybrid_tch_ppo,2
35.0,1.0,0.0,1.4549999999999998,0.6087499999999999,hybrid_tch_ppo,2
36.0,0.95,0.05,1.5025,0.6112499999999998,hybrid_tch_ppo,2
37.0,1.0,0.025,1.5525,0.6124999999999998,hybrid_tch_ppo,2
38.0,0.95,0.025,1.6,0.6137499999999998,hybrid_tch_ppo,2
39.0,0.95,0.0,1.6475000000000002,0.6137499999999998,hybrid_tch_ppo,2
40.0,0.975,0.0,1.6962500000000003,0.6137499999999998,hybrid_tch_ppo,2
41.0,0.975,0.025,1.7450000000000003,0.6149999999999998,hybrid_tch_ppo,2
42.0,1.0,0.0,1.7950000000000004,0.6149999999999998,hybrid_tch_ppo,2
43.0,0.975,0.0,1.8437500000000004,0.6149999999999998,hybrid_tch_ppo,2
44.0,0.925,0.0,1.8900000000000003,0.6149999999999998,hybrid_tch_ppo,2
45.0,1.0,0.025,1.9400000000000004,0.6162499999999997,hybrid_tch_ppo,2
46.0,0.975,0.0,1.9887500000000005,0.6162499999999997,hybrid_tch_ppo,2
47.0,1.0,0.0,2.0387500000000003,0.6162499999999997,hybrid_tch_ppo,2
48.0,0.975,0.0,2.0875000000000004,0.6162499999999997,hybrid_tch_ppo,2
49.0,1.0,0.0,2.1375,0.6162499999999997,hybrid_tch_ppo,2
50.0,1.0,0.0,2.1875,0.6162499999999997,hybrid_tch_ppo,2
51.0,0.975,0.0,2.23625,0.6162499999999997,hybrid_tch_ppo,2
52.0,0.975,0.0,2.285,0.6162499999999997,hybrid_tch_ppo,2
53.0,1.0,0.0,2.335,0.6162499999999997,hybrid_tch_ppo,2
54.0,0.975,0.0,2.38375,0.6162499999999997,hybrid_tch_ppo,2
55.0,1.0,0.0,2.43375,0.6162499999999997,hybrid_tch_ppo,2
56.0,0.975,0.0,2.4825,0.6162499999999997,hybrid_tch_ppo,2
57.0,0.975,0.0,2.53125,0.6162499999999997,hybrid_tch_ppo,2
58.0,0.975,0.0,2.58,0.6162499999999997,hybrid_tch_ppo,2
59.0,1.0,0.0,2.63,0.6162499999999997,hybrid_tch_ppo,2
60.0,1.0,0.0,2.6799999999999997,0.6162499999999997,hybrid_tch_ppo,2
61.0,1.0,0.0,2.7299999999999995,0.6162499999999997,hybrid_tch_ppo,2
62.0,0.975,0.0,2.7787499999999996,0.6162499999999997,hybrid_tch_ppo,2
63.0,0.975,0.0,2.8274999999999997,0.6162499999999997,hybrid_tch_ppo,2
64.0,1.0,0.0,2.8774999999999995,0.6162499999999997,hybrid_tch_ppo,2
65.0,0.975,0.0,2.9262499999999996,0.6162499999999997,hybrid_tch_ppo,2
66.0,0.975,0.0,2.9749999999999996,0.6162499999999997,hybrid_tch_ppo,2
67.0,1.0,0.0,3.0249999999999995,0.6162499999999997,hybrid_tch_ppo,2
68.0,0.975,0.0,3.0737499999999995,0.6162499999999997,hybrid_tch_ppo,2
69.0,1.0,0.0,3.1237499999999994,0.6162499999999997,hybrid_tch_ppo,2
70.0,1.0,0.0,3.173749999999999,0.6162499999999997,hybrid_tch_ppo,2
71.0,1.0,0.0,3.223749999999999,0.6162499999999997,hybrid_tch_ppo,2
72.0,0.975,0.0,3.272499999999999,0.6162499999999997,hybrid_tch_ppo,2
73.0,1.0,0.0,3.322499999999999,0.6162499999999997,hybrid_tch_ppo,2
74.0,0.975,0.0,3.371249999999999,0.6162499999999997,hybrid_tch_ppo,2
75.0,0.975,0.0,3.419999999999999,0.6162499999999997,hybrid_tch_ppo,2
76.0,1.0,0.0,3.469999999999999,0.6162499999999997,hybrid_tch_ppo,2
77.0,0.975,0.0,3.518749999999999,0.6162499999999997,hybrid_tch_ppo,2
78.0,0.975,0.0,3.567499999999999,0.6162499999999997,hybrid_tch_ppo,2
79.0,0.975,0.0,3.616249999999999,0.6162499999999997,hybrid_tch_ppo,2
80.0,1.0,0.0,3.666249999999999,0.6162499999999997,hybrid_tch_ppo,2
81.0,1.0,0.0,3.7162499999999987,0.6162499999999997,hybrid_tch_ppo,2
82.0,0.975,0.0,3.764999999999999,0.6162499999999997,hybrid_tch_ppo,2
83.0,0.95,0.0,3.8124999999999987,0.6162499999999997,hybrid_tch_ppo,2
84.0,0.975,0.0,3.8612499999999987,0.6162499999999997,hybrid_tch_ppo,2
85.0,1.0,0.0,3.9112499999999986,0.6162499999999997,hybrid_tch_ppo,2
86.0,0.975,0.0,3.9599999999999986,0.6162499999999997,hybrid_tch_ppo,2
87.0,0.95,0.0,4.0074999999999985,0.6162499999999997,hybrid_tch_ppo,2
88.0,0.975,0.0,4.056249999999999,0.6162499999999997,hybrid_tch_ppo,2
89.0,1.0,0.0,4.106249999999998,0.6162499999999997,hybrid_tch_ppo,2
90.0,1.0,0.0,4.156249999999998,0.6162499999999997,hybrid_tch_ppo,2
91.0,0.975,0.0,4.204999999999998,0.6162499999999997,hybrid_tch_ppo,2
92.0,0.975,0.0,4.253749999999998,0.6162499999999997,hybrid_tch_ppo,2
93.0,0.975,0.0,4.302499999999998,0.6162499999999997,hybrid_tch_ppo,2
94.0,0.95,0.0,4.349999999999999,0.6162499999999997,hybrid_tch_ppo,2
95.0,0.95,0.0,4.397499999999999,0.6162499999999997,hybrid_tch_ppo,2
96.0,0.975,0.0,4.446249999999999,0.6162499999999997,hybrid_tch_ppo,2
97.0,0.95,0.0,4.4937499999999995,0.6162499999999997,hybrid_tch_ppo,2
98.0,1.0,0.0,4.543749999999999,0.6162499999999997,hybrid_tch_ppo,2
99.0,0.95,0.0,4.59125,0.6162499999999997,hybrid_tch_ppo,2
100.0,0.95,0.0,4.63875,0.6162499999999997,hybrid_tch_ppo,2
101.0,0.975,0.0,4.6875,0.6162499999999997,hybrid_tch_ppo,2
102.0,1.0,0.0,4.7375,0.6162499999999997,hybrid_tch_ppo,2
103.0,0.95,0.0,4.785,0.6162499999999997,hybrid_tch_ppo,2
104.0,1.0,0.0,4.835,0.6162499999999997,hybrid_tch_ppo,2
105.0,0.975,0.0,4.88375,0.6162499999999997,hybrid_tch_ppo,2
106.0,0.975,0.0,4.9325,0.6162499999999997,hybrid_tch_ppo,2
107.0,1.0,0.0,4.9825,0.6162499999999997,hybrid_tch_ppo,2
108.0,0.975,0.0,5.03125,0.6162499999999997,hybrid_tch_ppo,2
109.0,1.0,0.0,5.08125,0.6162499999999997,hybrid_tch_ppo,2
110.0,1.0,0.0,5.13125,0.6162499999999997,hybrid_tch_ppo,2
111.0,1.0,0.0,5.1812499999999995,0.6162499999999997,hybrid_tch_ppo,2
112.0,0.975,0.0,5.2299999999999995,0.6162499999999997,hybrid_tch_ppo,2
113.0,1.0,0.0,5.279999999999999,0.6162499999999997,hybrid_tch_ppo,2
114.0,1.0,0.0,5.329999999999999,0.6162499999999997,hybrid_tch_ppo,2
115.0,0.975,0.0,5.378749999999999,0.6162499999999997,hybrid_tch_ppo,2
116.0,0.95,0.0,5.42625,0.6162499999999997,hybrid_tch_ppo,2
117.0,0.95,0.0,5.47375,0.6162499999999997,hybrid_tch_ppo,2
118.0,1.0,0.0,5.52375,0.6162499999999997,hybrid_tch_ppo,2
119.0,1.0,0.0,5.5737499999999995,0.6162499999999997,hybrid_tch_ppo,2
