policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,cache_eligible_ratio,joint_feasible_selection_ratio,deadline_infeasible_selection_ratio,utm_infeasible_selection_ratio,average_selected_path_deadline_slack_s,average_q_defer,average_q_cache_stale,expert_path_agreement_rate,expert_path_cache_ratio,expert_path_token_ratio,expert_path_image_ratio,expert_path_defer_ratio,expert_path_cache_update_ratio,expert_mobility_agreement_rate,mobility_stay_ratio,mobility_serve_task_ratio,mobility_reposition_ratio,mobility_avoid_conflict_ratio,mobility_return_base_ratio,utm_safe_service_ratio,oracle_path_feasible_ratio,oracle_mobility_feasible_ratio,infeasible_oracle_ratio,selected_mobility_deadline_infeasible_ratio,selected_mobility_utm_infeasible_ratio,bottleneck_none_ratio,bottleneck_semantic_quality_ratio,bottleneck_queue_delay_ratio,bottleneck_tx_delay_ratio,bottleneck_resource_ratio,bottleneck_mobility_ratio,bottleneck_utm_ratio,bottleneck_expired_ratio,average_defer_count,bc_loss,average_reward,seed,benchmark_policy,variant_kind
always_semantic_token,low_snr_blockage,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,1.0,0.0,-16.549319,0.0,0.0,0.647355,0.352645,0.647355,0.0,0.0,0.0,0.206549,0.0,1.0,0.0,0.0,0.0,1.0,0.352645,0.455919,0.544081,1.0,0.0,0.0,0.329975,0.0,0.0,0.0,0.63728,0.0,0.0,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,1.0,0.0,-53.897653,0.0,0.0,0.0,0.352645,0.647355,0.0,0.0,0.0,0.007557,0.0,1.0,0.0,0.0,0.0,1.0,0.312343,0.40806,0.59194,1.0,0.0,0.0,0.327456,0.0,0.327456,0.0,0.292191,0.0,0.0,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.284635,0.042821,0.758186,0.0,-12.829668,0.0,0.871537,0.506297,0.284635,0.715365,0.0,0.0,0.0,0.188917,0.241814,0.758186,0.0,0.0,0.0,1.0,0.284635,0.433249,0.566751,0.758186,0.0,0.042821,0.234257,0.0,0.010076,0.0,0.687657,0.0,0.0,0.0,0.0,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.141456,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.831234,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.821159,0.277078,0.752197,0.790304,0.10133,16.96985,113.609671,0.560902,0.560902,0.072342,0.775592,0.730704,0.65,0.82,0.210796,56.776091,0.0,0.0,0.0,78.397607,0.005229,-2.1e-05,0.067668,0.0,0.178841,0.604534,0.0,0.0,0.0,0.0,0.0,0.43073,0.56927,0.0,0.0,0.43073,0.56927,0.0,0.0,0.0,0.279597,0.047859,0.586902,0.0,-8.597487,0.0,1.433249,0.390428,0.279597,0.720403,0.0,0.0,0.0,0.871537,0.994962,0.0,0.0,0.005038,0.0,1.0,0.256927,0.405542,0.594458,0.279597,0.0,0.047859,0.382872,0.002519,0.0,0.0,0.566751,0.0,0.0,0.0,0.080279,-4.171225,2,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726454,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.916,1.0,0.0,0.0,0.0,0.0,0.0,0.146,0.882,0.118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111729,0,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.408,0.004,0.566052,0.885935,0.573518,4.445756,709.475924,0.985626,0.985626,0.127184,0.63132,0.639122,0.62,0.64,0.818756,1.963696,1618.061688,0.0,0.0,656.163864,3.254781,0.075347,0.404823,0.993891,0.592,0.892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.108,0.892,0.0,-1.823556,0.0,0.0,0.962,0.032,0.962,0.0,0.006,0.0,0.042,0.0,1.0,0.0,0.0,0.0,1.0,0.14,0.626,0.374,0.892,0.0,0.108,0.0,0.01,0.0,0.028,0.854,0.0,0.0,0.0,0.0,-1.69375,0,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816827,777.153913,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.839537,1927.062487,5.5,0.0,564.065885,2.797946,0.064866,0.400388,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.783427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.294,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,-3.404886,0,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.589331,762.958049,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.674541,1905.001761,5.37,0.0,564.065885,2.797946,0.064866,0.400388,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,1.0,0.0,-3.555931,0.0,0.0,0.078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.294,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.518,0.074,0.0,0.0,0.0,0.0,-3.32971,0,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726454,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.916,1.0,0.0,0.0,0.0,0.0,0.0,0.146,0.882,0.118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111729,0,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.342,0.082,0.490651,0.652694,0.364719,1.39514,170.87023,0.50316,0.50316,0.182576,0.62504,0.62766,0.62,0.64,1.106434,0.0,0.0,0.0,0.0,148.104835,0.559766,-0.013936,0.142078,0.0,0.658,0.49,0.0,0.0,0.0,0.0,0.0,0.444,0.556,0.0,0.0,0.444,0.556,0.0,0.0,0.0,0.072,0.194,0.434,0.0,-1.086679,0.0,2.096,0.62,0.064,0.936,0.0,0.0,0.0,0.438,0.452,0.0,0.0,0.548,0.0,1.0,0.194,0.56,0.44,0.454,0.0,0.194,0.38,0.0,0.0,0.0,0.426,0.0,0.0,0.0,0.114929,-0.339621,0,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707963,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.88,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111627,1,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.392,0.004,0.562124,0.887573,0.581907,4.424841,706.139839,0.991631,0.991631,0.129262,0.63164,0.639145,0.62,0.64,0.828369,1.950671,1604.856483,0.0,0.0,653.506689,3.241601,0.075223,0.403097,0.993853,0.608,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.104,0.896,0.0,-1.806841,0.0,0.0,0.962,0.032,0.962,0.0,0.006,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.136,0.63,0.37,0.896,0.0,0.104,0.0,0.012,0.0,0.026,0.858,0.0,0.0,0.0,0.0,-1.708245,1,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816066,777.093349,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.947399,1922.862906,5.5,0.0,564.005273,2.797645,0.065167,0.400935,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.801666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,-3.404709,1,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.588578,762.897494,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.782447,1900.802227,5.37,0.0,564.005273,2.797645,0.065167,0.400935,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,1.0,0.0,-3.574178,0.0,0.0,0.078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.518,0.074,0.0,0.0,0.0,0.0,-3.329535,1,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707963,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.88,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111627,1,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.394,0.092,0.512225,0.677572,0.365654,1.512281,180.347311,0.54197,0.54197,0.168048,0.62504,0.628317,0.62,0.64,1.066674,0.0,0.0,0.0,0.0,146.569693,0.547508,-0.014073,0.148404,0.0,0.606,0.5,0.0,0.0,0.0,0.0,0.0,0.394,0.606,0.0,0.0,0.394,0.606,0.0,0.0,0.0,0.074,0.194,0.478,0.0,-1.35651,0.0,1.916,0.672,0.066,0.934,0.0,0.0,0.0,0.448,0.464,0.0,0.0,0.536,0.0,1.0,0.194,0.562,0.438,0.48,0.0,0.194,0.328,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.110831,-0.299865,1,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689674,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.874,0.126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111605,2,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.398,0.004,0.565904,0.889416,0.577533,4.44477,709.829681,0.989133,0.989133,0.126388,0.63152,0.639136,0.62,0.64,0.810053,1.965784,1609.986454,0.0,0.0,656.941944,3.258641,0.075222,0.410496,0.993867,0.602,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.104,0.896,0.0,-1.84517,0.0,0.0,0.962,0.032,0.962,0.0,0.006,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.136,0.624,0.376,0.896,0.0,0.104,0.0,0.012,0.0,0.026,0.858,0.0,0.0,0.0,0.0,-1.713702,2,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.054,0.0,0.32749,0.59164,0.746966,6.8355,780.829047,161.285091,161.285091,0.323033,0.63828,0.639323,0.62,0.64,1.875629,6.999894,1927.935866,5.5,0.0,567.440529,2.814685,0.065167,0.408334,0.0,0.946,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.8395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.714,0.286,1.0,0.0,0.0,0.398,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,-3.400002,2,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.084,0.0,0.33007,0.594203,0.74691,6.59019,765.541053,148.363288,148.363288,0.321098,0.63828,0.639956,0.62,0.64,1.872405,6.820757,1903.69095,5.358,0.0,567.440529,2.814685,0.065167,0.408334,0.080118,0.916,1.0,0.0,0.916,0.0,0.0,0.0,0.0,0.084,0.916,0.0,0.0,0.084,0.916,0.0,0.0,0.0,0.0,1.0,0.0,-3.59419,0.0,0.0,0.084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.714,0.286,1.0,0.0,0.0,0.398,0.0,0.0,0.522,0.08,0.0,0.0,0.0,0.0,-3.318981,2,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689674,0.0,5.5,0.0,0.0,0.992,0.0,0.008,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.874,0.126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111605,2,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.584,0.134,0.602979,0.781447,0.368803,1.511346,177.601601,0.693975,0.693975,0.10577,0.62488,0.631731,0.62,0.64,0.830849,0.0,0.0,0.0,0.0,147.593121,0.55568,-0.014863,0.193875,0.0,0.416,0.562,0.0,0.0,0.0,0.0,0.0,0.194,0.806,0.0,0.0,0.194,0.806,0.0,0.0,0.0,0.086,0.136,0.696,0.0,-2.536296,0.0,1.356,0.75,0.08,0.92,0.0,0.0,0.0,0.418,0.456,0.0,0.0,0.544,0.0,1.0,0.204,0.562,0.438,0.548,0.0,0.136,0.182,0.002,0.0,0.0,0.68,0.0,0.0,0.0,0.11049,-0.193798,2,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188378,0.0,3.0,0.188,0.188,0.812,0.0,0.0,0.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074984,0,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.581895,0.824616,0.419956,9.80864,1387.686929,1.188238,1.188238,0.238105,0.82,0.82,0.82,0.82,0.754315,20.915728,2743.997561,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.994048,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,-8.49704,0.0,0.0,0.812,0.188,0.812,0.0,0.0,0.0,0.14,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.26,0.74,1.0,0.188,0.0,0.456,0.0,0.0,0.0,0.44,0.104,0.0,0.0,0.0,-4.426379,0,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.188,-11.270212,0.0,0.0,0.0,0.188,0.812,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.26,0.74,1.0,0.188,0.0,0.456,0.0,0.0,0.0,0.44,0.104,0.0,0.0,0.0,-5.447572,0,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.188,-11.270212,0.0,0.0,0.0,0.188,0.812,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.26,0.74,1.0,0.188,0.0,0.456,0.0,0.0,0.0,0.44,0.104,0.0,0.0,0.0,-5.447572,0,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188378,0.0,3.0,0.188,0.188,0.812,0.0,0.0,0.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074984,0,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.57385,0.715077,0.380945,0.802821,125.557845,0.361183,0.361183,0.24615,0.82,0.82,0.82,0.82,0.668144,0.0,0.0,0.968,0.0,109.485892,0.393954,-0.010726,0.0,0.0,1.0,0.296,0.0,0.0,0.0,0.0,0.0,0.696,0.304,0.0,0.0,0.696,0.304,0.0,0.0,0.0,0.036,0.012,0.344,0.0,-2.007996,0.0,2.06,0.5,0.228,0.772,0.0,0.0,0.0,0.52,0.64,0.0,0.0,0.36,0.0,1.0,0.028,0.24,0.76,0.26,0.0,0.012,0.676,0.008,0.0,0.0,0.304,0.0,0.0,0.0,0.171563,-0.44751,0,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168692,0.0,3.0,0.176,0.176,0.824,0.0,0.0,0.0,0.856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074842,1,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.585228,0.827692,0.419455,9.829722,1391.979522,1.188235,1.188235,0.234772,0.82,0.82,0.82,0.82,0.749315,21.047777,2751.698839,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.994051,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.176,-8.538522,0.0,0.0,0.824,0.176,0.824,0.0,0.0,0.0,0.144,0.0,1.0,0.0,0.0,0.0,0.824,0.0,0.268,0.732,1.0,0.176,0.0,0.448,0.0,0.0,0.0,0.452,0.1,0.0,0.0,0.0,-4.395513,1,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.176,-11.312743,0.0,0.0,0.0,0.176,0.824,0.0,0.0,0.0,0.084,0.0,1.0,0.0,0.0,0.0,0.824,0.0,0.268,0.732,1.0,0.176,0.0,0.448,0.0,0.0,0.0,0.452,0.1,0.0,0.0,0.0,-5.417166,1,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.176,-11.312743,0.0,0.0,0.0,0.176,0.824,0.0,0.0,0.0,0.084,0.0,1.0,0.0,0.0,0.0,0.824,0.0,0.268,0.732,1.0,0.176,0.0,0.448,0.0,0.0,0.0,0.452,0.1,0.0,0.0,0.0,-5.417166,1,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168692,0.0,3.0,0.176,0.176,0.824,0.0,0.0,0.0,0.856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074842,1,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.6027,0.751077,0.382057,0.816909,127.555457,0.418212,0.418212,0.2173,0.82,0.82,0.82,0.82,0.619392,0.0,0.0,0.98,0.0,110.185578,0.402709,-0.010236,0.0,0.0,1.0,0.284,0.0,0.0,0.0,0.0,0.0,0.648,0.352,0.0,0.0,0.648,0.352,0.0,0.0,0.0,0.04,0.0,0.38,0.0,-2.509317,0.0,1.992,0.492,0.204,0.796,0.0,0.0,0.0,0.484,0.632,0.0,0.0,0.368,0.0,1.0,0.028,0.252,0.748,0.26,0.0,0.0,0.64,0.008,0.0,0.0,0.352,0.0,0.0,0.0,0.161773,-0.33924,1,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388079,0.483385,0.373436,0.202488,85.85,0.0,0.0,0.431921,0.82,0.82,0.82,0.82,1.141834,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168712,0.0,3.0,0.18,0.18,0.82,0.0,0.0,0.0,0.884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074838,2,always_cache,heuristic
