question_type,service_level,channel_bin,snr_bin,view_quality_bin,freshness_bin,risk_level,sample_count,accuracy_mean,accuracy_ci_low,accuracy_ci_high,accuracy_lcb,payload_kb,uncertainty,raw_accuracy_mean,raw_accuracy_ci_low,raw_accuracy_ci_high,raw_payload_kb,payload_bytes,calibration_note
presence,0,bad,-5dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,good,expired,normal,64,0.34375,0.298002,0.392593,0.298002,0.0,0.172295,0.34375,0.23923,0.465966,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,bad,0dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,5dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,10dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,15dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,20dB,good,fresh,critical,4,0.5,0.314271,0.685729,0.314271,0.0,0.735729,0.5,0.150036,0.849964,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,bad,-5dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,good,fresh,normal,64,0.671875,0.623412,0.716933,0.623412,0.0,0.171761,0.671875,0.549989,0.774296,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,bad,0dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,5dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,10dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,15dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,20dB,good,stale,critical,4,0.0,0.0,0.137981,0.0,0.0,0.61899,0.0,0.0,0.4899,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,bad,-5dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,good,stale,normal,64,0.46875,0.419394,0.518725,0.419394,0.0,0.174666,0.46875,0.351758,0.589281,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,expired,critical,13,0.230769,0.151254,0.335559,0.151254,0.0,0.369503,0.230769,0.081794,0.502569,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,expired,normal,87,0.390805,0.34989,0.433315,0.34989,0.0,0.148924,0.390805,0.294977,0.495868,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,fresh,critical,13,0.615385,0.504426,0.715512,0.504426,0.0,0.382893,0.615385,0.355225,0.822906,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,fresh,normal,87,0.758621,0.720107,0.793356,0.720107,0.0,0.143836,0.758621,0.659008,0.83636,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,stale,critical,13,0.692308,0.58288,0.783682,0.58288,0.0,0.377751,0.692308,0.423689,0.873195,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,medium,stale,normal,87,0.482759,0.440174,0.525596,0.440174,0.0,0.149922,0.482759,0.380725,0.586251,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,expired,critical,281,0.302491,0.281034,0.324846,0.281034,0.0,0.081561,0.302491,0.251744,0.358565,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,expired,normal,1508,0.370027,0.360136,0.380029,0.360136,0.0,0.035698,0.370027,0.346017,0.394697,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,fresh,critical,281,0.644128,0.62097,0.666631,0.62097,0.0,0.082485,0.644128,0.586549,0.69782,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,fresh,normal,1508,0.674403,0.664675,0.683983,0.664675,0.0,0.035405,0.674403,0.650335,0.697585,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,stale,critical,281,0.530249,0.506384,0.553976,0.506384,0.0,0.083451,0.530249,0.47188,0.587803,0.0,0.0,cache_snr_invariant
presence,0,bad,-5dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,0,bad,0dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,0,medium,5dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,0,medium,10dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,0,good,15dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,0,good,20dB,poor,stale,normal,1508,0.535809,0.52552,0.546068,0.52552,0.0,0.036025,0.535809,0.510578,0.560858,0.0,0.0,cache_snr_invariant
presence,1,bad,-5dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,0.881348,0.79495,1.0,0.5101,1.0,0.881348,902.5,raw;sparse_cell
presence,1,bad,0dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,0.987549,0.79495,1.0,0.5101,1.0,0.987549,1011.25,raw;sparse_cell
presence,1,medium,5dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,1.035645,0.79495,1.0,0.5101,1.0,1.035645,1060.5,raw;sparse_cell
presence,1,medium,10dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,1.061035,0.79495,1.0,0.5101,1.0,1.061035,1086.5,raw;sparse_cell
presence,1,good,15dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,1.136963,0.79495,1.0,0.5101,1.0,1.136963,1164.25,raw;sparse_cell
presence,1,good,20dB,good,expired,critical,4,1.0,0.5101,1.0,0.5101,1.156738,0.79495,1.0,0.5101,1.0,1.156738,1184.5,raw;sparse_cell
presence,1,bad,-5dB,good,expired,normal,64,0.78125,0.66567,0.864978,0.66567,0.704849,0.224654,0.78125,0.66567,0.864978,0.704849,721.765,raw
presence,1,bad,0dB,good,expired,normal,64,0.8125,0.700254,0.889355,0.700254,0.712234,0.21955,0.8125,0.700254,0.889355,0.712234,729.328,raw
presence,1,medium,5dB,good,expired,normal,64,0.828125,0.717866,0.901224,0.717866,0.730515,0.216679,0.828125,0.717866,0.901224,0.730515,748.047,raw
presence,1,medium,10dB,good,expired,normal,64,0.890625,0.791011,0.946,0.791011,0.736282,0.202494,0.890625,0.791011,0.946,0.736282,753.953,raw
presence,1,good,15dB,good,expired,normal,64,0.890625,0.791011,0.924215,0.791011,0.731567,0.191602,0.859375,0.753835,0.924215,0.731567,749.125,snr_monotonic_adjusted
presence,1,good,20dB,good,expired,normal,64,0.890625,0.791011,0.946,0.791011,0.740326,0.202494,0.890625,0.791011,0.946,0.740326,758.094,raw
presence,1,bad,-5dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,0.881348,0.79495,1.0,0.5101,1.0,0.881348,902.5,raw;sparse_cell
presence,1,bad,0dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,0.987549,0.79495,1.0,0.5101,1.0,0.987549,1011.25,raw;sparse_cell
presence,1,medium,5dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,1.035645,0.79495,1.0,0.5101,1.0,1.035645,1060.5,raw;sparse_cell
presence,1,medium,10dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,1.061035,0.79495,1.0,0.5101,1.0,1.061035,1086.5,raw;sparse_cell
presence,1,good,15dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,1.136963,0.79495,1.0,0.5101,1.0,1.136963,1164.25,raw;sparse_cell
presence,1,good,20dB,good,fresh,critical,4,1.0,0.5101,1.0,0.5101,1.156738,0.79495,1.0,0.5101,1.0,1.156738,1184.5,raw;sparse_cell
presence,1,bad,-5dB,good,fresh,normal,64,0.78125,0.66567,0.864978,0.66567,0.704849,0.224654,0.78125,0.66567,0.864978,0.704849,721.765,raw
presence,1,bad,0dB,good,fresh,normal,64,0.8125,0.700254,0.889355,0.700254,0.712234,0.21955,0.8125,0.700254,0.889355,0.712234,729.328,raw
presence,1,medium,5dB,good,fresh,normal,64,0.828125,0.717866,0.901224,0.717866,0.730515,0.216679,0.828125,0.717866,0.901224,0.730515,748.047,raw
presence,1,medium,10dB,good,fresh,normal,64,0.890625,0.791011,0.946,0.791011,0.736282,0.202494,0.890625,0.791011,0.946,0.736282,753.953,raw
presence,1,good,15dB,good,fresh,normal,64,0.890625,0.791011,0.924215,0.791011,0.731567,0.191602,0.859375,0.753835,0.924215,0.731567,749.125,snr_monotonic_adjusted
presence,1,good,20dB,good,fresh,normal,64,0.890625,0.791011,0.946,0.791011,0.740326,0.202494,0.890625,0.791011,0.946,0.740326,758.094,raw
presence,1,bad,-5dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,0.881348,0.79495,1.0,0.5101,1.0,0.881348,902.5,raw;sparse_cell
presence,1,bad,0dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,0.987549,0.79495,1.0,0.5101,1.0,0.987549,1011.25,raw;sparse_cell
presence,1,medium,5dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,1.035645,0.79495,1.0,0.5101,1.0,1.035645,1060.5,raw;sparse_cell
presence,1,medium,10dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,1.061035,0.79495,1.0,0.5101,1.0,1.061035,1086.5,raw;sparse_cell
presence,1,good,15dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,1.136963,0.79495,1.0,0.5101,1.0,1.136963,1164.25,raw;sparse_cell
presence,1,good,20dB,good,stale,critical,4,1.0,0.5101,1.0,0.5101,1.156738,0.79495,1.0,0.5101,1.0,1.156738,1184.5,raw;sparse_cell
presence,1,bad,-5dB,good,stale,normal,64,0.78125,0.66567,0.864978,0.66567,0.704849,0.224654,0.78125,0.66567,0.864978,0.704849,721.765,raw
presence,1,bad,0dB,good,stale,normal,64,0.8125,0.700254,0.889355,0.700254,0.712234,0.21955,0.8125,0.700254,0.889355,0.712234,729.328,raw
presence,1,medium,5dB,good,stale,normal,64,0.828125,0.717866,0.901224,0.717866,0.730515,0.216679,0.828125,0.717866,0.901224,0.730515,748.047,raw
presence,1,medium,10dB,good,stale,normal,64,0.890625,0.791011,0.946,0.791011,0.736282,0.202494,0.890625,0.791011,0.946,0.736282,753.953,raw
presence,1,good,15dB,good,stale,normal,64,0.890625,0.791011,0.924215,0.791011,0.731567,0.191602,0.859375,0.753835,0.924215,0.731567,749.125,snr_monotonic_adjusted
presence,1,good,20dB,good,stale,normal,64,0.890625,0.791011,0.946,0.791011,0.740326,0.202494,0.890625,0.791011,0.946,0.740326,758.094,raw
presence,1,bad,-5dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.031175,0.391401,1.0,0.771898,1.0,1.031175,1055.923,raw
presence,1,bad,0dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.090069,0.391401,1.0,0.771898,1.0,1.090069,1116.231,raw
presence,1,medium,5dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.126953,0.391401,1.0,0.771898,1.0,1.126953,1154.0,raw
presence,1,medium,10dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.130258,0.391401,1.0,0.771898,1.0,1.130258,1157.384,raw
presence,1,good,15dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.169697,0.391401,1.0,0.771898,1.0,1.169697,1197.77,raw
presence,1,good,20dB,medium,expired,critical,13,1.0,0.771898,1.0,0.771898,1.188101,0.391401,1.0,0.771898,1.0,1.188101,1216.615,raw
presence,1,bad,-5dB,medium,expired,normal,87,0.804598,0.709166,0.874267,0.709166,0.709613,0.189762,0.804598,0.709166,0.874267,0.709613,726.644,raw
presence,1,bad,0dB,medium,expired,normal,87,0.827586,0.734828,0.892638,0.734828,0.725272,0.186116,0.827586,0.734828,0.892638,0.725272,742.679,raw
presence,1,medium,5dB,medium,expired,normal,87,0.83908,0.747828,0.901654,0.747828,0.733309,0.184124,0.83908,0.747828,0.901654,0.733309,750.908,raw
presence,1,medium,10dB,medium,expired,normal,87,0.83908,0.747828,0.892638,0.747828,0.735004,0.179616,0.827586,0.734828,0.892638,0.735004,752.644,snr_monotonic_adjusted
presence,1,good,15dB,medium,expired,normal,87,0.83908,0.747828,0.901654,0.747828,0.743703,0.184124,0.83908,0.747828,0.901654,0.743703,761.552,raw
presence,1,good,20dB,medium,expired,normal,87,0.850575,0.760952,0.910546,0.760952,0.745409,0.182008,0.850575,0.760952,0.910546,0.745409,763.299,raw
presence,1,bad,-5dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.031175,0.391401,1.0,0.771898,1.0,1.031175,1055.923,raw
presence,1,bad,0dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.090069,0.391401,1.0,0.771898,1.0,1.090069,1116.231,raw
presence,1,medium,5dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.126953,0.391401,1.0,0.771898,1.0,1.126953,1154.0,raw
presence,1,medium,10dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.130258,0.391401,1.0,0.771898,1.0,1.130258,1157.384,raw
presence,1,good,15dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.169697,0.391401,1.0,0.771898,1.0,1.169697,1197.77,raw
presence,1,good,20dB,medium,fresh,critical,13,1.0,0.771898,1.0,0.771898,1.188101,0.391401,1.0,0.771898,1.0,1.188101,1216.615,raw
presence,1,bad,-5dB,medium,fresh,normal,87,0.804598,0.709166,0.874267,0.709166,0.709613,0.189762,0.804598,0.709166,0.874267,0.709613,726.644,raw
presence,1,bad,0dB,medium,fresh,normal,87,0.827586,0.734828,0.892638,0.734828,0.725272,0.186116,0.827586,0.734828,0.892638,0.725272,742.679,raw
presence,1,medium,5dB,medium,fresh,normal,87,0.83908,0.747828,0.901654,0.747828,0.733309,0.184124,0.83908,0.747828,0.901654,0.733309,750.908,raw
presence,1,medium,10dB,medium,fresh,normal,87,0.83908,0.747828,0.892638,0.747828,0.735004,0.179616,0.827586,0.734828,0.892638,0.735004,752.644,snr_monotonic_adjusted
presence,1,good,15dB,medium,fresh,normal,87,0.83908,0.747828,0.901654,0.747828,0.743703,0.184124,0.83908,0.747828,0.901654,0.743703,761.552,raw
presence,1,good,20dB,medium,fresh,normal,87,0.850575,0.760952,0.910546,0.760952,0.745409,0.182008,0.850575,0.760952,0.910546,0.745409,763.299,raw
presence,1,bad,-5dB,medium,stale,critical,13,1.0,0.771898,1.0,0.771898,1.031175,0.391401,1.0,0.771898,1.0,1.031175,1055.923,raw
presence,1,bad,0dB,medium,stale,critical,13,1.0,0.771898,1.0,0.771898,1.090069,0.391401,1.0,0.771898,1.0,1.090069,1116.231,raw
presence,1,medium,5dB,medium,stale,critical,13,1.0,0.771898,1.0,0.771898,1.126953,0.391401,1.0,0.771898,1.0,1.126953,1154.0,raw
