channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
rician,M4_adaptive,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M5_oracle,-5.0,all,test,0.7169,936,0.6872,0.7448,17477.1,361352.9,0.125344
rician,M5_oracle,-5.0,presence,test,0.7927,410,0.7508,0.8291,23091.5,479262.4,0.166244
rician,M5_oracle,-5.0,counting,test,0.4486,214,0.3835,0.5156,1768.3,32204.4,0.011171
rician,M5_oracle,-5.0,comparison,test,0.9135,104,0.8437,0.9538,13929.3,286367.8,0.099334
rician,M5_oracle,-5.0,co_presence,test,0.7596,104,0.6692,0.8315,19787.2,409547.1,0.142061
rician,M5_oracle,-5.0,threshold,test,0.7308,104,0.6384,0.8067,28905.6,600594.5,0.208331
rician,M5_oracle,0.0,all,test,0.7318,936,0.7026,0.7592,15830.0,140963.5,0.048897
rician,M5_oracle,0.0,presence,test,0.8049,410,0.7638,0.8403,20029.3,175960.5,0.061036
rician,M5_oracle,0.0,counting,test,0.4673,214,0.4016,0.5341,3151.6,33999.1,0.011793
rician,M5_oracle,0.0,comparison,test,0.9135,104,0.8437,0.9538,15390.6,138542.5,0.048057
rician,M5_oracle,0.0,co_presence,test,0.7596,104,0.6692,0.8315,15916.3,141937.6,0.049234
rician,M5_oracle,0.0,threshold,test,0.7788,104,0.69,0.8479,25716.4,224541.4,0.077888
rician,M5_oracle,5.0,all,test,0.7564,936,0.7279,0.7828,24013.5,110201.8,0.038226
rician,M5_oracle,5.0,presence,test,0.8366,410,0.7977,0.8692,31119.3,138721.4,0.048119
rician,M5_oracle,5.0,counting,test,0.4813,214,0.4153,0.548,5424.3,34004.9,0.011795
rician,M5_oracle,5.0,comparison,test,0.9231,104,0.8555,0.9605,15187.0,75369.0,0.026144
rician,M5_oracle,5.0,co_presence,test,0.8077,104,0.7215,0.8719,32252.8,144852.3,0.050246
rician,M5_oracle,5.0,threshold,test,0.7885,104,0.7004,0.8559,34838.0,154740.6,0.053676
rician,M5_oracle,10.0,all,test,0.7543,936,0.7257,0.7808,30432.1,86394.1,0.029968
rician,M5_oracle,10.0,presence,test,0.8293,410,0.7898,0.8626,38292.2,104481.9,0.036242
rician,M5_oracle,10.0,counting,test,0.4907,214,0.4244,0.5572,8708.4,34399.9,0.011932
rician,M5_oracle,10.0,comparison,test,0.9327,104,0.8675,0.967,22509.9,69092.3,0.023966
rician,M5_oracle,10.0,co_presence,test,0.7981,104,0.711,0.864,35846.1,100018.9,0.034694
rician,M5_oracle,10.0,threshold,test,0.7788,104,0.69,0.8479,46653.8,125751.0,0.04362
rician,M5_oracle,15.0,all,test,0.7521,936,0.7235,0.7787,33547.8,68173.4,0.023648
rician,M5_oracle,15.0,presence,test,0.839,410,0.8003,0.8714,45013.3,85867.0,0.029785
rician,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,8011.0,27163.8,0.009422
rician,M5_oracle,15.0,comparison,test,0.9327,104,0.8675,0.967,27399.0,60242.2,0.020896
rician,M5_oracle,15.0,co_presence,test,0.7981,104,0.711,0.864,40715.0,80422.4,0.027896
rician,M5_oracle,15.0,threshold,test,0.7404,104,0.6486,0.815,39875.7,78487.3,0.027225
rician,M5_oracle,20.0,all,test,0.7585,936,0.7301,0.7849,36110.3,57352.0,0.019894
rician,M5_oracle,20.0,presence,test,0.8463,410,0.8082,0.878,48064.3,70717.7,0.02453
rician,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,7770.9,23849.7,0.008273
rician,M5_oracle,20.0,comparison,test,0.9327,104,0.8675,0.967,28283.2,50080.8,0.017372
rician,M5_oracle,20.0,co_presence,test,0.8077,104,0.7215,0.8719,46002.4,69946.6,0.024263
rician,M5_oracle,20.0,threshold,test,0.7596,104,0.6692,0.8315,45232.8,68273.9,0.023682
rician,M2_analog,-5.0,all,test,0.4792,624,0.4402,0.5184,0.0,300000.0,0.104062
rician,M2_analog,-5.0,presence,test,0.5976,410,0.5494,0.6439,0.0,300000.0,0.104062
rician,M2_analog,-5.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rician,M2_analog,0.0,all,test,0.524,624,0.4848,0.563,0.0,300000.0,0.104062
rician,M2_analog,0.0,presence,test,0.6634,410,0.6163,0.7075,0.0,300000.0,0.104062
rician,M2_analog,0.0,counting,test,0.257,214,0.2031,0.3195,0.0,300000.0,0.104062
rician,M2_analog,5.0,all,test,0.5545,624,0.5153,0.593,0.0,300000.0,0.104062
rician,M2_analog,5.0,presence,test,0.7122,410,0.6666,0.7539,0.0,300000.0,0.104062
rician,M2_analog,5.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rician,M2_analog,10.0,all,test,0.5913,624,0.5523,0.6292,0.0,300000.0,0.104062
rician,M2_analog,10.0,presence,test,0.7537,410,0.7097,0.7929,0.0,300000.0,0.104062
rician,M2_analog,10.0,counting,test,0.2804,214,0.2245,0.344,0.0,300000.0,0.104062
rician,M2_analog,15.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
rician,M2_analog,15.0,presence,test,0.7634,410,0.72,0.802,0.0,300000.0,0.104062
rician,M2_analog,15.0,counting,test,0.271,214,0.2159,0.3342,0.0,300000.0,0.104062
rician,M2_analog,20.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
rician,M2_analog,20.0,presence,test,0.7537,410,0.7097,0.7929,0.0,300000.0,0.104062
rician,M2_analog,20.0,counting,test,0.2897,214,0.2331,0.3538,0.0,300000.0,0.104062
rician,M0_naive,-5.0,all,test,0.3686,1872,0.347,0.3907,16692.6,5320572.9,1.845569
rician,M0_naive,-5.0,presence,test,0.4488,1230,0.4212,0.4767,16728.7,5323500.2,1.846585
rician,M0_naive,-5.0,counting,test,0.215,642,0.1849,0.2484,16623.4,5314964.6,1.843624
rician,M0_naive,0.0,all,test,0.5449,1872,0.5222,0.5673,112036.9,5320572.9,1.845569
rician,M0_naive,0.0,presence,test,0.7122,1230,0.6863,0.7368,112078.2,5323500.2,1.846585
rician,M0_naive,0.0,counting,test,0.2243,642,0.1937,0.2582,111957.8,5314964.6,1.843624
rician,M0_naive,5.0,all,test,0.6122,1872,0.5899,0.634,283723.7,5320572.9,1.845569
rician,M0_naive,5.0,presence,test,0.7878,1230,0.7641,0.8097,283771.7,5323500.2,1.846585
rician,M0_naive,5.0,counting,test,0.2757,642,0.2425,0.3115,283631.7,5314964.6,1.843624
rician,M0_naive,10.0,all,test,0.5978,1872,0.5754,0.6197,324852.9,5320572.9,1.845569
rician,M0_naive,10.0,presence,test,0.7561,1230,0.7313,0.7793,325028.4,5323500.2,1.846585
rician,M0_naive,10.0,counting,test,0.2944,642,0.2604,0.3308,324516.6,5314964.6,1.843624
rician,M0_naive,15.0,all,test,0.6074,1872,0.5851,0.6293,331129.3,5320572.9,1.845569
rician,M0_naive,15.0,presence,test,0.7732,1230,0.7489,0.7957,331315.1,5323500.2,1.846585
rician,M0_naive,15.0,counting,test,0.2897,642,0.256,0.326,330773.3,5314964.6,1.843624
rician,M0_naive,20.0,all,test,0.6106,1872,0.5883,0.6324,332407.3,5320572.9,1.845569
rician,M0_naive,20.0,presence,test,0.778,1230,0.754,0.8004,332593.5,5323500.2,1.846585
rician,M0_naive,20.0,counting,test,0.2897,642,0.256,0.326,332050.5,5314964.6,1.843624
rician,M0_errorfree,-5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,-5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,-5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,-5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M0_errorfree,0.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,0.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,0.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,0.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M0_errorfree,5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M0_errorfree,10.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,10.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,10.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,10.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M0_errorfree,15.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,15.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,15.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,15.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M0_errorfree,20.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rician,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,20.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rician,M0_errorfree,20.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rician,M0_errorfree,20.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
