channel,t_budget,snr_db,qtype,accuracy,n,mean_tokens_sent,mean_payload_bytes,mean_channel_uses
rayleigh,2,20.0,counting,0.229,214,2.0,720.8,11532.9
rayleigh,2,20.0,threshold,0.5865,104,2.0,723.2,11570.6
rayleigh,2,5.0,all,0.4848,526,2.0,722.7,11563.1
rayleigh,2,5.0,co_presence,0.6058,104,2.0,725.2,11602.6
rayleigh,2,5.0,comparison,0.7885,104,2.0,723.6,11578.2
rayleigh,2,5.0,counting,0.229,214,2.0,720.8,11532.9
rayleigh,2,5.0,threshold,0.5865,104,2.0,723.2,11570.6
rayleigh,3,-5.0,all,0.5,526,3.0,742.5,11879.3
rayleigh,3,-5.0,co_presence,0.6058,104,3.0,744.2,11907.8
rayleigh,3,-5.0,comparison,0.8173,104,3.0,745.8,11932.6
rayleigh,3,-5.0,counting,0.2523,214,3.0,740.1,11841.1
rayleigh,3,-5.0,threshold,0.5865,104,3.0,742.2,11875.8
rayleigh,3,0.0,all,0.5,526,3.0,742.2,11875.0
rayleigh,3,0.0,co_presence,0.6058,104,3.0,743.8,11900.8
rayleigh,3,0.0,comparison,0.8173,104,3.0,745.3,11925.5
rayleigh,3,0.0,counting,0.2523,214,3.0,740.1,11841.0
rayleigh,3,0.0,threshold,0.5865,104,3.0,741.8,11868.8
rayleigh,3,10.0,all,0.5,526,3.0,742.5,11880.4
rayleigh,3,10.0,co_presence,0.6058,104,3.0,744.1,11906.2
rayleigh,3,10.0,comparison,0.8173,104,3.0,745.7,11930.9
rayleigh,3,10.0,counting,0.2523,214,3.0,740.4,11846.3
rayleigh,3,10.0,threshold,0.5865,104,3.0,742.1,11874.2
rayleigh,3,15.0,all,0.5,526,3.0,742.5,11880.4
rayleigh,3,15.0,co_presence,0.6058,104,3.0,744.1,11906.2
rayleigh,3,15.0,comparison,0.8173,104,3.0,745.7,11930.9
rayleigh,3,15.0,counting,0.2523,214,3.0,740.4,11846.3
rayleigh,3,15.0,threshold,0.5865,104,3.0,742.1,11874.2
rayleigh,3,20.0,all,0.5,526,3.0,742.5,11880.4
rayleigh,3,20.0,co_presence,0.6058,104,3.0,744.1,11906.2
rayleigh,3,20.0,comparison,0.8173,104,3.0,745.7,11930.9
rayleigh,3,20.0,counting,0.2523,214,3.0,740.4,11846.3
rayleigh,3,20.0,threshold,0.5865,104,3.0,742.1,11874.2
rayleigh,3,5.0,all,0.5,526,3.0,742.5,11880.4
rayleigh,3,5.0,co_presence,0.6058,104,3.0,744.1,11906.2
rayleigh,3,5.0,comparison,0.8173,104,3.0,745.7,11930.9
rayleigh,3,5.0,counting,0.2523,214,3.0,740.4,11846.3
rayleigh,3,5.0,threshold,0.5865,104,3.0,742.1,11874.2
rayleigh,4,-5.0,all,0.5095,526,3.99,760.9,12174.8
rayleigh,4,-5.0,co_presence,0.5962,104,3.99,761.4,12182.8
rayleigh,4,-5.0,comparison,0.8173,104,3.99,767.8,12284.5
rayleigh,4,-5.0,counting,0.2804,214,3.99,758.1,12129.4
rayleigh,4,-5.0,threshold,0.5865,104,3.99,759.4,12150.8
rayleigh,4,0.0,all,0.5095,526,3.99,760.7,12170.8
rayleigh,4,0.0,co_presence,0.5962,104,3.99,761.0,12175.7
rayleigh,4,0.0,comparison,0.8173,104,3.99,767.4,12277.8
rayleigh,4,0.0,counting,0.2804,214,3.99,758.1,12129.6
rayleigh,4,0.0,threshold,0.5865,104,3.99,759.0,12143.7
rayleigh,4,10.0,all,0.5095,526,3.99,761.0,12176.0
rayleigh,4,10.0,co_presence,0.5962,104,3.99,761.3,12181.1
rayleigh,4,10.0,comparison,0.8173,104,3.99,767.7,12282.8
rayleigh,4,10.0,counting,0.2804,214,3.99,758.4,12134.7
rayleigh,4,10.0,threshold,0.5865,104,3.99,759.3,12149.1
rayleigh,4,15.0,all,0.5095,526,3.99,761.0,12176.0
rayleigh,4,15.0,co_presence,0.5962,104,3.99,761.3,12181.1
rayleigh,4,15.0,comparison,0.8173,104,3.99,767.7,12282.8
rayleigh,4,15.0,counting,0.2804,214,3.99,758.4,12134.7
rayleigh,4,15.0,threshold,0.5865,104,3.99,759.3,12149.1
rayleigh,4,20.0,all,0.5095,526,3.99,761.0,12176.0
rayleigh,4,20.0,co_presence,0.5962,104,3.99,761.3,12181.1
rayleigh,4,20.0,comparison,0.8173,104,3.99,767.7,12282.8
rayleigh,4,20.0,counting,0.2804,214,3.99,758.4,12134.7
rayleigh,4,20.0,threshold,0.5865,104,3.99,759.3,12149.1
rayleigh,4,5.0,all,0.5095,526,3.99,761.0,12176.0
rayleigh,4,5.0,co_presence,0.5962,104,3.99,761.3,12181.1
rayleigh,4,5.0,comparison,0.8173,104,3.99,767.7,12282.8
rayleigh,4,5.0,counting,0.2804,214,3.99,758.4,12134.7
rayleigh,4,5.0,threshold,0.5865,104,3.99,759.3,12149.1
rayleigh,6,-5.0,all,0.5057,526,5.96,795.2,12723.3
rayleigh,6,-5.0,co_presence,0.6058,104,5.96,793.8,12701.4
rayleigh,6,-5.0,comparison,0.8077,104,5.96,808.0,12927.5
rayleigh,6,-5.0,counting,0.271,214,5.96,791.3,12660.8
rayleigh,6,-5.0,threshold,0.5865,104,5.96,791.8,12669.4
rayleigh,6,0.0,all,0.5076,526,5.96,795.2,12723.3
rayleigh,6,0.0,co_presence,0.6058,104,5.96,793.6,12697.8
rayleigh,6,0.0,comparison,0.8077,104,5.96,807.7,12923.8
rayleigh,6,0.0,counting,0.2757,214,5.96,791.6,12666.2
rayleigh,6,0.0,threshold,0.5865,104,5.96,791.6,12665.8
rayleigh,6,10.0,all,0.5076,526,5.96,795.5,12728.1
rayleigh,6,10.0,co_presence,0.6058,104,5.96,793.9,12702.6
rayleigh,6,10.0,comparison,0.8077,104,5.96,808.0,12928.8
rayleigh,6,10.0,counting,0.2757,214,5.96,791.9,12671.0
rayleigh,6,10.0,threshold,0.5865,104,5.96,791.9,12670.6
rayleigh,6,15.0,all,0.5076,526,5.96,795.5,12728.1
rayleigh,6,15.0,co_presence,0.6058,104,5.96,793.9,12702.6
rayleigh,6,15.0,comparison,0.8077,104,5.96,808.0,12928.8
rayleigh,6,15.0,counting,0.2757,214,5.96,791.9,12671.0
rayleigh,6,15.0,threshold,0.5865,104,5.96,791.9,12670.6
rayleigh,6,20.0,all,0.5076,526,5.96,795.5,12728.1
rayleigh,6,20.0,co_presence,0.6058,104,5.96,793.9,12702.6
rayleigh,6,20.0,comparison,0.8077,104,5.96,808.0,12928.8
rayleigh,6,20.0,counting,0.2757,214,5.96,791.9,12671.0
rayleigh,6,20.0,threshold,0.5865,104,5.96,791.9,12670.6
rayleigh,6,5.0,all,0.5095,526,5.96,795.1,12721.4
rayleigh,6,5.0,co_presence,0.6058,104,5.96,793.5,12695.7
rayleigh,6,5.0,comparison,0.8077,104,5.96,807.6,12921.8
rayleigh,6,5.0,counting,0.2804,214,5.96,791.5,12664.4
rayleigh,6,5.0,threshold,0.5865,104,5.96,791.5,12663.7
rayleigh,8,-5.0,all,0.5266,526,7.89,828.2,13250.6
rayleigh,8,-5.0,co_presence,0.625,104,7.88,826.0,13216.0
rayleigh,8,-5.0,comparison,0.8269,104,7.88,844.5,13512.5
rayleigh,8,-5.0,counting,0.2991,214,7.89,823.3,13172.4
rayleigh,8,-5.0,threshold,0.5962,104,7.88,824.0,13184.0
rayleigh,8,0.0,all,0.5228,526,7.89,829.0,13264.5
rayleigh,8,0.0,co_presence,0.625,104,7.88,826.9,13230.3
rayleigh,8,0.0,comparison,0.8269,104,7.88,845.0,13520.5
rayleigh,8,0.0,counting,0.2897,214,7.89,824.3,13188.8
rayleigh,8,0.0,threshold,0.5962,104,7.88,824.9,13198.3
rayleigh,8,10.0,all,0.5247,526,7.89,829.3,13269.2
rayleigh,8,10.0,co_presence,0.625,104,7.88,827.2,13235.1
rayleigh,8,10.0,comparison,0.8269,104,7.88,845.3,13525.2
rayleigh,8,10.0,counting,0.2944,214,7.89,824.6,13193.4
rayleigh,8,10.0,threshold,0.5962,104,7.88,825.2,13203.1
rayleigh,8,15.0,all,0.5247,526,7.89,829.3,13269.2
rayleigh,8,15.0,co_presence,0.625,104,7.88,827.2,13235.1
rayleigh,8,15.0,comparison,0.8269,104,7.88,845.3,13525.2
rayleigh,8,15.0,counting,0.2944,214,7.89,824.6,13193.4
rayleigh,8,15.0,threshold,0.5962,104,7.88,825.2,13203.1
rayleigh,8,20.0,all,0.5247,526,7.89,829.3,13269.2
rayleigh,8,20.0,co_presence,0.625,104,7.88,827.2,13235.1
rayleigh,8,20.0,comparison,0.8269,104,7.88,845.3,13525.2
rayleigh,8,20.0,counting,0.2944,214,7.89,824.6,13193.4
rayleigh,8,20.0,threshold,0.5962,104,7.88,825.2,13203.1
rayleigh,8,5.0,all,0.5247,526,7.89,828.9,13262.4
rayleigh,8,5.0,co_presence,0.625,104,7.88,826.8,13228.2
rayleigh,8,5.0,comparison,0.8269,104,7.88,844.9,13518.3
rayleigh,8,5.0,counting,0.2944,214,7.89,824.2,13187.0
rayleigh,8,5.0,threshold,0.5962,104,7.88,824.8,13196.2
rayleigh,12,-5.0,all,0.5551,526,11.6,891.0,14255.6
rayleigh,12,-5.0,co_presence,0.6635,104,11.6,882.0,14111.8
rayleigh,12,-5.0,comparison,0.8269,104,11.6,921.6,14745.8
rayleigh,12,-5.0,counting,0.3318,214,11.61,885.8,14172.6
rayleigh,12,-5.0,threshold,0.6346,104,11.6,880.0,14079.8
rayleigh,12,0.0,all,0.5532,526,11.6,892.2,14275.4
rayleigh,12,0.0,co_presence,0.6635,104,11.6,883.4,14134.8
rayleigh,12,0.0,comparison,0.8269,104,11.6,922.2,14755.8
rayleigh,12,0.0,counting,0.3271,214,11.61,887.1,14194.2
rayleigh,12,0.0,threshold,0.6346,104,11.6,881.4,14102.8
rayleigh,12,10.0,all,0.5551,526,11.6,892.6,14281.3
rayleigh,12,10.0,co_presence,0.6635,104,11.6,883.8,14140.8
rayleigh,12,10.0,comparison,0.8269,104,11.6,922.6,14761.7
rayleigh,12,10.0,counting,0.3318,214,11.61,887.5,14200.0
rayleigh,12,10.0,threshold,0.6346,104,11.6,881.8,14108.8
rayleigh,12,15.0,all,0.5551,526,11.6,892.6,14281.3
rayleigh,12,15.0,co_presence,0.6635,104,11.6,883.8,14140.8
rayleigh,12,15.0,comparison,0.8269,104,11.6,922.6,14761.7
rayleigh,12,15.0,counting,0.3318,214,11.61,887.5,14200.0
rayleigh,12,15.0,threshold,0.6346,104,11.6,881.8,14108.8
rayleigh,12,20.0,all,0.5551,526,11.6,892.6,14281.3
rayleigh,12,20.0,co_presence,0.6635,104,11.6,883.8,14140.8
rayleigh,12,20.0,comparison,0.8269,104,11.6,922.6,14761.7
rayleigh,12,20.0,counting,0.3318,214,11.61,887.5,14200.0
rayleigh,12,20.0,threshold,0.6346,104,11.6,881.8,14108.8
rayleigh,12,5.0,all,0.5551,526,11.6,892.1,14274.1
rayleigh,12,5.0,co_presence,0.6635,104,11.6,883.3,14133.4
rayleigh,12,5.0,comparison,0.8269,104,11.6,922.1,14754.3
rayleigh,12,5.0,counting,0.3318,214,11.61,887.1,14193.0
rayleigh,12,5.0,threshold,0.6346,104,11.6,881.3,14101.4
rayleigh,16,-5.0,all,0.5703,526,15.13,916.8,14669.3
rayleigh,16,-5.0,co_presence,0.6731,104,15.12,905.8,14492.9
rayleigh,16,-5.0,comparison,0.8269,104,15.12,952.9,15247.1
rayleigh,16,-5.0,counting,0.3598,214,15.14,911.0,14575.6
rayleigh,16,-5.0,threshold,0.6442,104,15.12,903.8,14460.9
rayleigh,16,0.0,all,0.5684,526,15.13,917.3,14676.3
rayleigh,16,0.0,co_presence,0.6731,104,15.12,906.5,14504.2
rayleigh,16,0.0,comparison,0.8269,104,15.12,952.8,15245.1
rayleigh,16,0.0,counting,0.3551,214,15.14,911.4,14582.9
rayleigh,16,0.0,threshold,0.6442,104,15.12,904.5,14472.2
rayleigh,16,10.0,all,0.5703,526,15.13,917.1,14673.5
rayleigh,16,10.0,co_presence,0.6731,104,15.12,906.3,14501.2
rayleigh,16,10.0,comparison,0.8269,104,15.12,952.6,15242.3
rayleigh,16,10.0,counting,0.3598,214,15.14,911.3,14580.0
rayleigh,16,10.0,threshold,0.6442,104,15.12,904.3,14469.2
rayleigh,16,15.0,all,0.5703,526,15.13,917.1,14673.5
rayleigh,16,15.0,co_presence,0.6731,104,15.12,906.3,14501.2
rayleigh,16,15.0,comparison,0.8269,104,15.12,952.6,15242.3
rayleigh,16,15.0,counting,0.3598,214,15.14,911.3,14580.0
rayleigh,16,15.0,threshold,0.6442,104,15.12,904.3,14469.2
rayleigh,16,20.0,all,0.5703,526,15.13,917.1,14673.5
rayleigh,16,20.0,co_presence,0.6731,104,15.12,906.3,14501.2
rayleigh,16,20.0,comparison,0.8269,104,15.12,952.6,15242.3
rayleigh,16,20.0,counting,0.3598,214,15.14,911.3,14580.0
rayleigh,16,20.0,threshold,0.6442,104,15.12,904.3,14469.2
rayleigh,16,5.0,all,0.5703,526,15.13,917.2,14675.3
rayleigh,16,5.0,co_presence,0.6731,104,15.12,906.4,14502.9
rayleigh,16,5.0,comparison,0.8269,104,15.12,952.8,15244.0
rayleigh,16,5.0,counting,0.3598,214,15.14,911.4,14581.9
rayleigh,16,5.0,threshold,0.6442,104,15.12,904.4,14470.9
rayleigh,24,-5.0,all,0.5684,526,21.52,940.5,15048.2
rayleigh,24,-5.0,co_presence,0.6827,104,21.49,923.1,14769.7
rayleigh,24,-5.0,comparison,0.8462,104,21.49,991.2,15858.8
rayleigh,24,-5.0,counting,0.3364,214,21.56,933.8,14940.5
rayleigh,24,-5.0,threshold,0.6538,104,21.49,921.1,14737.7
rayleigh,24,0.0,all,0.5684,526,21.52,940.4,15046.2
rayleigh,24,0.0,co_presence,0.6827,104,21.49,922.9,14766.5
rayleigh,24,0.0,comparison,0.8462,104,21.49,991.4,15862.0
rayleigh,24,0.0,counting,0.3364,214,21.56,933.6,14937.1
rayleigh,24,0.0,threshold,0.6538,104,21.49,920.9,14734.5
rayleigh,24,10.0,all,0.5684,526,21.52,940.2,15042.9
rayleigh,24,10.0,co_presence,0.6827,104,21.49,922.7,14763.1
rayleigh,24,10.0,comparison,0.8462,104,21.49,991.2,15858.8
rayleigh,24,10.0,counting,0.3364,214,21.56,933.4,14933.8
rayleigh,24,10.0,threshold,0.6538,104,21.49,920.7,14731.1
rayleigh,24,15.0,all,0.5684,526,21.52,940.1,15041.2
rayleigh,24,15.0,co_presence,0.6827,104,21.49,922.6,14761.4
rayleigh,24,15.0,comparison,0.8462,104,21.49,991.1,15857.1
rayleigh,24,15.0,counting,0.3364,214,21.56,933.3,14932.2
rayleigh,24,15.0,threshold,0.6538,104,21.49,920.6,14729.4
rayleigh,24,20.0,all,0.5684,526,21.52,940.1,15041.2
rayleigh,24,20.0,co_presence,0.6827,104,21.49,922.6,14761.4
rayleigh,24,20.0,comparison,0.8462,104,21.49,991.1,15857.1
rayleigh,24,20.0,counting,0.3364,214,21.56,933.3,14932.2
rayleigh,24,20.0,threshold,0.6538,104,21.49,920.6,14729.4
rayleigh,24,5.0,all,0.5684,526,21.52,940.1,15042.3
rayleigh,24,5.0,co_presence,0.6827,104,21.49,922.6,14762.3
rayleigh,24,5.0,comparison,0.8462,104,21.49,991.1,15858.0
rayleigh,24,5.0,counting,0.3364,214,21.56,933.4,14933.7
rayleigh,24,5.0,threshold,0.6538,104,21.49,920.6,14730.3
rayleigh,32,-5.0,all,0.597,526,27.08,955.0,15279.3
rayleigh,32,-5.0,co_presence,0.7019,104,27.02,932.4,14918.6
rayleigh,32,-5.0,comparison,0.8558,104,27.02,1014.0,16223.8
rayleigh,32,-5.0,counting,0.3832,214,27.16,949.2,15186.5
rayleigh,32,-5.0,threshold,0.6731,104,27.02,930.4,14886.6
rayleigh,32,0.0,all,0.5951,526,27.08,954.5,15272.0
rayleigh,32,0.0,co_presence,0.7019,104,27.02,931.9,14910.9
rayleigh,32,0.0,comparison,0.8558,104,27.02,1013.9,16222.8
rayleigh,32,0.0,counting,0.3785,214,27.16,948.5,15176.4
rayleigh,32,0.0,threshold,0.6731,104,27.02,929.9,14878.9
rayleigh,32,10.0,all,0.597,526,27.08,954.3,15268.9
rayleigh,32,10.0,co_presence,0.7019,104,27.02,931.7,14906.6
rayleigh,32,10.0,comparison,0.8558,104,27.02,1013.7,16218.6
rayleigh,32,10.0,counting,0.3832,214,27.16,948.4,15175.1
rayleigh,32,10.0,threshold,0.6731,104,27.02,929.7,14874.6
rayleigh,32,15.0,all,0.597,526,27.08,954.2,15267.3
rayleigh,32,15.0,co_presence,0.7019,104,27.02,931.6,14904.9
rayleigh,32,15.0,comparison,0.8558,104,27.02,1013.6,16216.9
rayleigh,32,15.0,counting,0.3832,214,27.16,948.3,15173.5
rayleigh,32,15.0,threshold,0.6731,104,27.02,929.6,14872.9
rayleigh,32,20.0,all,0.597,526,27.08,954.2,15267.3
rayleigh,32,20.0,co_presence,0.7019,104,27.02,931.6,14904.9
rayleigh,32,20.0,comparison,0.8558,104,27.02,1013.6,16216.9
rayleigh,32,20.0,counting,0.3832,214,27.16,948.3,15173.5
rayleigh,32,20.0,threshold,0.6731,104,27.02,929.6,14872.9
rayleigh,32,5.0,all,0.5951,526,27.08,954.3,15269.0
rayleigh,32,5.0,co_presence,0.7019,104,27.02,931.7,14906.6
rayleigh,32,5.0,comparison,0.8558,104,27.02,1013.7,16218.6
rayleigh,32,5.0,counting,0.3785,214,27.16,948.5,15175.3
rayleigh,32,5.0,threshold,0.6731,104,27.02,929.7,14874.6
rayleigh,48,-5.0,all,0.6141,526,35.4,971.6,15545.1
rayleigh,48,-5.0,co_presence,0.6635,104,35.28,940.8,15052.5
rayleigh,48,-5.0,comparison,0.8462,104,35.28,1048.5,16776.0
rayleigh,48,-5.0,counting,0.4579,214,35.59,965.1,15441.3
rayleigh,48,-5.0,threshold,0.6538,104,35.28,938.8,15020.5
rayleigh,48,0.0,all,0.6122,526,35.4,970.5,15528.0
rayleigh,48,0.0,co_presence,0.6538,104,35.28,939.9,15038.6
rayleigh,48,0.0,comparison,0.8462,104,35.28,1047.5,16760.0
rayleigh,48,0.0,counting,0.4579,214,35.59,963.8,15420.5
rayleigh,48,0.0,threshold,0.6538,104,35.28,937.9,15006.6
rayleigh,48,10.0,all,0.6103,526,35.4,970.4,15526.4
rayleigh,48,10.0,co_presence,0.6538,104,35.28,939.6,15034.3
rayleigh,48,10.0,comparison,0.8462,104,35.28,1047.7,16763.5
rayleigh,48,10.0,counting,0.4533,214,35.59,963.7,15419.1
rayleigh,48,10.0,threshold,0.6538,104,35.28,937.6,15002.3
rayleigh,48,15.0,all,0.6103,526,35.4,970.3,15524.7
rayleigh,48,15.0,co_presence,0.6538,104,35.28,939.5,15032.6
rayleigh,48,15.0,comparison,0.8462,104,35.28,1047.6,16761.8
rayleigh,48,15.0,counting,0.4533,214,35.59,963.6,15417.4
rayleigh,48,15.0,threshold,0.6538,104,35.28,937.5,15000.6
rayleigh,48,20.0,all,0.6103,526,35.4,970.3,15524.7
rayleigh,48,20.0,co_presence,0.6538,104,35.28,939.5,15032.6
rayleigh,48,20.0,comparison,0.8462,104,35.28,1047.6,16761.8
rayleigh,48,20.0,counting,0.4533,214,35.59,963.6,15417.3
rayleigh,48,20.0,threshold,0.6538,104,35.28,937.5,15000.6
rayleigh,48,5.0,all,0.6122,526,35.4,970.4,15526.5
rayleigh,48,5.0,co_presence,0.6538,104,35.28,939.6,15034.3
rayleigh,48,5.0,comparison,0.8462,104,35.28,1047.7,16763.5
rayleigh,48,5.0,counting,0.4579,214,35.59,963.7,15419.3
rayleigh,48,5.0,threshold,0.6538,104,35.28,937.6,15002.3
rayleigh,64,-5.0,all,0.6084,526,39.93,978.4,15654.5
rayleigh,64,-5.0,co_presence,0.6635,104,39.8,943.8,15100.3
rayleigh,64,-5.0,comparison,0.8462,104,39.8,1061.4,16982.3
rayleigh,64,-5.0,counting,0.4486,214,40.12,972.7,15563.5
rayleigh,64,-5.0,threshold,0.6442,104,39.8,941.8,15068.3
rayleigh,64,0.0,all,0.6027,526,39.93,977.2,15634.9
rayleigh,64,0.0,co_presence,0.6538,104,39.8,942.5,15080.6
rayleigh,64,0.0,comparison,0.8462,104,39.8,1061.0,16976.3
rayleigh,64,0.0,counting,0.4486,214,40.12,971.1,15537.3
rayleigh,64,0.0,threshold,0.625,104,39.8,940.5,15048.6
rayleigh,64,10.0,all,0.6008,526,39.93,977.0,15631.8
rayleigh,64,10.0,co_presence,0.6538,104,39.8,942.3,15076.3
rayleigh,64,10.0,comparison,0.8462,104,39.8,1060.8,16972.2
rayleigh,64,10.0,counting,0.4439,214,40.12,971.0,15535.9
rayleigh,64,10.0,threshold,0.625,104,39.8,940.3,15044.3
rayleigh,64,15.0,all,0.6008,526,39.93,976.9,15630.1
rayleigh,64,15.0,co_presence,0.6538,104,39.8,942.2,15074.6
rayleigh,64,15.0,comparison,0.8462,104,39.8,1060.7,16970.5
rayleigh,64,15.0,counting,0.4439,214,40.12,970.9,15534.2
rayleigh,64,15.0,threshold,0.625,104,39.8,940.2,15042.6
rayleigh,64,20.0,all,0.6008,526,39.93,976.9,15630.1
rayleigh,64,20.0,co_presence,0.6538,104,39.8,942.2,15074.6
rayleigh,64,20.0,comparison,0.8462,104,39.8,1060.7,16970.5
rayleigh,64,20.0,counting,0.4439,214,40.12,970.9,15534.2
rayleigh,64,20.0,threshold,0.625,104,39.8,940.2,15042.6
rayleigh,64,5.0,all,0.6027,526,39.93,977.0,15631.9
rayleigh,64,5.0,co_presence,0.6538,104,39.8,942.3,15076.3
rayleigh,64,5.0,comparison,0.8462,104,39.8,1060.8,16972.2
rayleigh,64,5.0,counting,0.4486,214,40.12,971.0,15536.1
rayleigh,64,5.0,threshold,0.625,104,39.8,940.3,15044.3
rayleigh,full,-5.0,all,0.6046,526,45.42,984.3,15748.4
rayleigh,full,-5.0,co_presence,0.6635,104,45.28,947.4,15158.5
rayleigh,full,-5.0,comparison,0.8462,104,45.28,1073.4,17174.2
rayleigh,full,-5.0,counting,0.4579,214,45.62,977.8,15644.6
rayleigh,full,-5.0,threshold,0.6058,104,45.28,945.4,15126.5
rayleigh,full,0.0,all,0.5932,526,45.42,982.9,15725.6
rayleigh,full,0.0,co_presence,0.6635,104,45.28,946.0,15135.5
rayleigh,full,0.0,comparison,0.8462,104,45.28,1072.8,17164.9
rayleigh,full,0.0,counting,0.4346,214,45.62,976.0,15615.3
rayleigh,full,0.0,threshold,0.5962,104,45.28,944.0,15103.5
rayleigh,full,10.0,all,0.6008,526,45.42,982.7,15722.5
rayleigh,full,10.0,co_presence,0.6635,104,45.28,945.7,15131.2
rayleigh,full,10.0,comparison,0.8462,104,45.28,1072.5,17160.8
rayleigh,full,10.0,counting,0.4533,214,45.62,975.9,15613.8
rayleigh,full,10.0,threshold,0.5962,104,45.28,943.7,15099.2
rayleigh,full,15.0,all,0.6008,526,45.42,982.6,15720.9
rayleigh,full,15.0,co_presence,0.6635,104,45.28,945.6,15129.5
rayleigh,full,15.0,comparison,0.8462,104,45.28,1072.4,17159.1
rayleigh,full,15.0,counting,0.4533,214,45.62,975.8,15612.2
rayleigh,full,15.0,threshold,0.5962,104,45.28,943.6,15097.5
rayleigh,full,20.0,all,0.5989,526,45.42,982.6,15720.9
rayleigh,full,20.0,co_presence,0.6635,104,45.28,945.6,15129.5
rayleigh,full,20.0,comparison,0.8462,104,45.28,1072.4,17159.1
rayleigh,full,20.0,counting,0.4486,214,45.62,975.8,15612.2
rayleigh,full,20.0,threshold,0.5962,104,45.28,943.6,15097.5
rayleigh,full,5.0,all,0.5989,526,45.42,982.7,15722.5
rayleigh,full,5.0,co_presence,0.6635,104,45.28,945.7,15131.1
rayleigh,full,5.0,comparison,0.8462,104,45.28,1072.5,17160.6
rayleigh,full,5.0,counting,0.4486,214,45.62,975.9,15613.9
rayleigh,full,5.0,threshold,0.5962,104,45.28,943.7,15099.1
