seed,task_id,service_level,risk_level,deadline_s,epsilon_k,sensed_snr_db,sinr_db,snr_bin,rate_mbps,distance_3d_m,path_loss_db,los_probability,payload_kb,tx_delay_s,arrival_delay_s,sense_delay_s,queue_delay_s,infer_delay_s,load_delay_s,utm_delay_s,delay_s,deadline_violation,semantic_accuracy_lcb,semantic_quality_gap,bandwidth_hz,power_w,cpu_share,gpu_share
34,0000153_01801_d_0000001_17,1,critical,3.3000000000000003,0.82,-24.54934,-24.871923,-5dB,0.003049,581.331939,163.420206,0.040344,1.027361,2.760094,32.219675,0.16,0.128857,0.272,0.04,0.05,35.630626,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
34,0000153_01801_d_0000001_17,2,critical,3.3000000000000003,0.82,-24.54934,-24.871923,-5dB,0.003049,581.331939,163.420206,0.040344,37.48726,100.712721,32.219675,0.36,0.128857,2.255111,0.38,0.05,136.106364,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
34,0000312_02201_d_0000425_18,0,normal,5.5,0.65,-22.365207,-26.417158,-5dB,0.000107,526.903452,164.246373,0.042951,0.0,0.0,0.0,0.0,0.128857,0.02,0.04,0.0,0.188857,0.0,0.432432,0.217568,32500.0,0.1,0.05,0.01
34,0000312_02201_d_0000425_18,1,normal,5.5,0.65,-24.917932,-25.604784,-5dB,0.001159,526.903452,164.246373,0.042951,0.727275,5.138822,29.187942,0.16,0.128857,0.816,0.04,0.05,35.521621,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
34,0000312_02201_d_0000425_18,2,normal,5.5,0.65,-25.375507,-25.69809,-5dB,0.002522,526.903452,164.246373,0.042951,33.008182,107.230108,29.187942,0.36,0.128857,2.899429,0.38,0.05,140.236335,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
34,0000280_02401_d_0000624_19,0,normal,5.5,0.65,-22.788694,-26.840645,-5dB,9.7e-05,452.708368,164.66986,0.047909,0.0,0.0,0.0,0.0,0.128857,0.02,0.04,0.0,0.188857,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
34,0000280_02401_d_0000624_19,1,normal,5.5,0.65,-25.341419,-26.028271,-5dB,0.001052,452.708368,164.66986,0.047909,0.70485,5.489774,25.052098,0.16,0.128857,0.816,0.04,0.05,31.736728,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
34,0000280_02401_d_0000624_19,2,normal,5.5,0.65,-25.798994,-26.121577,-5dB,0.002288,452.708368,164.66986,0.047909,31.0457,111.170886,25.052098,0.36,0.128857,2.899429,0.38,0.05,140.041269,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
35,0000291_05201_d_0000893_0,0,normal,3.3000000000000003,0.82,-17.549166,-21.601117,-5dB,0.000323,341.812075,159.430332,0.061506,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.758621,0.061379,32500.0,0.1,0.05,0.01
35,0000291_05201_d_0000893_0,1,normal,3.3000000000000003,0.82,-20.101891,-20.788743,-5dB,0.003504,341.812075,159.430332,0.061506,0.709613,1.658785,18.859086,0.16,0.1395,0.816,0.04,0.05,21.723371,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
35,0000291_05201_d_0000893_0,2,normal,3.3000000000000003,0.82,-20.559466,-20.882049,-5dB,0.007623,341.812075,159.430332,0.061506,33.289961,35.775574,18.859086,0.36,0.1395,2.899429,0.38,0.05,58.463588,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
35,0000249_00001_d_0000001_1,0,critical,3.3000000000000003,0.82,-4.808664,-8.860615,-5dB,0.00573,216.575561,146.68983,0.109341,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.530249,0.289751,32500.0,0.1,0.05,0.01
35,0000249_00001_d_0000001_1,1,critical,3.3000000000000003,0.82,-7.818964,-8.141547,-5dB,0.133836,216.575561,146.68983,0.109341,1.027361,0.062884,11.824981,0.16,0.1395,0.272,0.04,0.05,12.549364,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
35,0000249_00001_d_0000001_1,2,critical,3.3000000000000003,0.82,-7.818964,-8.141547,-5dB,0.133836,216.575561,146.68983,0.109341,37.48726,2.294565,11.824981,0.36,0.1395,2.255111,0.38,0.05,17.304156,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
35,0000289_00601_d_0000814_2,0,normal,5.5,0.65,-20.516608,-24.568559,-5dB,0.000163,525.220403,162.397774,0.043043,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
35,0000289_00601_d_0000814_2,1,normal,5.5,0.65,-23.069333,-23.756185,-5dB,0.001773,525.220403,162.397774,0.043043,0.709613,3.278254,29.094168,0.16,0.1395,0.816,0.04,0.05,33.577921,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
35,0000289_00601_d_0000814_2,2,normal,5.5,0.65,-23.526908,-23.849491,-5dB,0.003857,525.220403,162.397774,0.043043,33.289961,70.706262,29.094168,0.36,0.1395,2.899429,0.38,0.05,103.629358,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
35,0000333_03137_d_0000017_3,0,normal,5.5,0.65,-20.303936,-24.355887,-5dB,0.000172,504.813778,162.185102,0.044224,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.566667,0.083333,32500.0,0.1,0.05,0.01
35,0000333_03137_d_0000017_3,1,normal,5.5,0.65,-22.856661,-23.543513,-5dB,0.001862,504.813778,162.185102,0.044224,0.725847,3.193333,27.95703,0.16,0.1395,0.816,0.04,0.05,32.355863,1.0,0.666667,0.0,292500.0,0.5,0.25,0.05
35,0000333_03137_d_0000017_3,2,normal,5.5,0.65,-23.314236,-23.636819,-5dB,0.00405,504.813778,162.185102,0.044224,31.097949,62.900467,27.95703,0.36,0.1395,2.899429,0.38,0.05,94.686426,1.0,0.7,0.0,650000.0,1.0,0.55,0.35
35,0000280_01801_d_0000621_4,0,normal,5.5,0.65,-19.154963,-23.206914,-5dB,0.000224,503.506157,161.036129,0.044304,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.567568,0.082432,32500.0,0.1,0.05,0.01
35,0000280_01801_d_0000621_4,1,normal,5.5,0.65,-21.707688,-22.39454,-5dB,0.002424,503.506157,161.036129,0.044304,0.727275,2.457483,27.884155,0.16,0.1395,0.816,0.04,0.05,31.547138,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
35,0000280_01801_d_0000621_4,2,normal,5.5,0.65,-22.165263,-22.487846,-5dB,0.005273,503.506157,161.036129,0.044304,33.008182,51.277867,27.884155,0.36,0.1395,2.899429,0.38,0.05,82.99095,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
35,0000154_00001_d_0000001_5,0,critical,5.5,0.78,-15.748643,-19.800594,-5dB,0.000488,325.544022,157.629809,0.064697,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
35,0000154_00001_d_0000001_5,1,critical,5.5,0.78,-18.758943,-19.081526,-5dB,0.011515,325.544022,157.629809,0.064697,1.027361,0.730882,17.948736,0.16,0.1395,0.272,0.04,0.05,19.341118,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
35,0000154_00001_d_0000001_5,2,critical,5.5,0.78,-18.758943,-19.081526,-5dB,0.011515,325.544022,157.629809,0.064697,37.48726,26.66905,17.948736,0.36,0.1395,2.255111,0.38,0.05,47.802397,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
35,0000287_02201_d_0000770_6,0,normal,5.5,0.65,-15.091418,-19.143369,-5dB,0.000568,253.860822,156.972584,0.087074,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.432432,0.217568,32500.0,0.1,0.05,0.01
35,0000287_02201_d_0000770_6,1,normal,5.5,0.65,-17.644143,-18.330995,-5dB,0.006152,253.860822,156.972584,0.087074,0.727275,0.968406,13.927205,0.16,0.1395,0.816,0.04,0.05,16.101111,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
35,0000287_02201_d_0000770_6,2,normal,5.5,0.65,-18.101718,-18.424301,-5dB,0.013383,253.860822,156.972584,0.087074,33.008182,20.204888,13.927205,0.36,0.1395,2.899429,0.38,0.05,37.961021,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
35,0000312_00601_d_0000417_7,0,normal,5.5,0.65,-18.137707,-22.189658,-5dB,0.000282,502.683107,160.018873,0.044355,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
35,0000312_00601_d_0000417_7,1,normal,5.5,0.65,-20.690432,-21.377284,-5dB,0.003062,502.683107,160.018873,0.044355,0.70485,1.88578,27.838284,0.16,0.1395,0.816,0.04,0.05,30.929564,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
35,0000312_00601_d_0000417_7,2,normal,5.5,0.65,-21.148007,-21.47059,-5dB,0.00666,502.683107,160.018873,0.044355,31.0457,38.186132,27.838284,0.36,0.1395,2.899429,0.38,0.05,69.853345,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
35,0000194_00998_d_0000124_8,0,normal,5.5,0.65,-19.916586,-23.968538,-5dB,0.000188,528.092097,161.797753,0.042886,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
35,0000194_00998_d_0000124_8,1,normal,5.5,0.65,-22.469311,-23.156164,-5dB,0.002035,528.092097,161.797753,0.042886,0.709613,2.856113,29.254168,0.16,0.1395,0.816,0.04,0.05,33.315781,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
35,0000194_00998_d_0000124_8,2,normal,5.5,0.65,-22.926886,-23.24947,-5dB,0.004427,528.092097,161.797753,0.042886,33.289961,61.601012,29.254168,0.36,0.1395,2.899429,0.38,0.05,94.684109,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
35,0000312_00001_d_0000414_9,0,critical,3.3000000000000003,0.82,-20.746777,-24.798728,-5dB,0.000155,476.868153,162.627943,0.046065,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.530249,0.289751,32500.0,0.1,0.05,0.01
35,0000312_00001_d_0000414_9,1,critical,3.3000000000000003,0.82,-23.757077,-24.07966,-5dB,0.003658,476.868153,162.627943,0.046065,1.027361,2.300587,26.39931,0.16,0.1395,0.272,0.04,0.05,29.361397,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
35,0000312_00001_d_0000414_9,2,critical,3.3000000000000003,0.82,-23.757077,-24.07966,-5dB,0.003658,476.868153,162.627943,0.046065,37.48726,83.945834,26.39931,0.36,0.1395,2.255111,0.38,0.05,113.529755,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
35,0000001_08414_d_0000013_10,0,normal,3.3000000000000003,0.82,-11.850034,-15.901985,-5dB,0.001189,292.710024,153.731201,0.072849,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.432432,0.387568,32500.0,0.1,0.05,0.01
35,0000001_08414_d_0000013_10,1,normal,3.3000000000000003,0.82,-14.402759,-15.089612,-5dB,0.012874,292.710024,153.731201,0.072849,0.727275,0.462797,16.109115,0.16,0.1395,0.816,0.04,0.05,17.777412,1.0,0.432432,0.387568,292500.0,0.5,0.25,0.05
35,0000001_08414_d_0000013_10,2,normal,3.3000000000000003,0.82,-14.860334,-15.182918,-5dB,0.028009,292.710024,153.731201,0.072849,33.008182,9.654223,16.109115,0.36,0.1395,2.899429,0.38,0.05,29.592266,1.0,0.513514,0.306486,650000.0,1.0,0.55,0.35
35,0000360_06861_d_0000748_11,0,normal,5.5,0.65,-23.847443,-27.899394,-5dB,7.6e-05,343.910699,165.728609,0.061126,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.566667,0.083333,32500.0,0.1,0.05,0.01
35,0000360_06861_d_0000748_11,1,normal,5.5,0.65,-26.400168,-27.08702,-5dB,0.000824,343.910699,165.728609,0.061126,0.725847,7.212083,18.976477,0.16,0.1395,0.816,0.04,0.05,27.394061,1.0,0.666667,0.0,292500.0,0.5,0.25,0.05
35,0000360_06861_d_0000748_11,2,normal,5.5,0.65,-26.857743,-27.180326,-5dB,0.001793,343.910699,165.728609,0.061126,31.097949,142.063235,18.976477,0.36,0.1395,2.899429,0.38,0.05,164.86864,1.0,0.7,0.0,650000.0,1.0,0.55,0.35
35,0000022_00000_d_0000004_12,0,normal,5.5,0.65,-26.281186,-30.333137,-5dB,4.3e-05,526.505623,168.162352,0.042973,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
35,0000022_00000_d_0000004_12,1,normal,5.5,0.65,-28.833911,-29.520763,-5dB,0.000471,526.505623,168.162352,0.042973,0.709613,12.343263,29.165776,0.16,0.1395,0.816,0.04,0.05,42.714539,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
35,0000022_00000_d_0000004_12,2,normal,5.5,0.65,-29.291486,-29.614069,-5dB,0.001024,526.505623,168.162352,0.042973,33.289961,266.23153,29.165776,0.36,0.1395,2.899429,0.38,0.05,299.226235,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
35,0000194_00998_d_0000124_13,0,critical,5.5,0.78,-23.909764,-27.961715,-5dB,7.5e-05,547.843598,165.79093,0.041868,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
35,0000194_00998_d_0000124_13,1,critical,5.5,0.78,-26.920064,-27.242647,-5dB,0.001768,547.843598,165.79093,0.041868,1.027361,4.761013,30.354521,0.16,0.1395,0.272,0.04,0.05,35.777034,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
35,0000194_00998_d_0000124_13,2,critical,5.5,0.78,-26.920064,-27.242647,-5dB,0.001768,547.843598,165.79093,0.041868,37.48726,173.724018,30.354521,0.36,0.1395,2.255111,0.38,0.05,207.26315,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
35,0000360_00001_d_0000713_14,0,normal,3.3000000000000003,0.82,-18.726519,-22.77847,-5dB,0.000247,481.473958,160.607685,0.045742,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.390805,0.429195,32500.0,0.1,0.05,0.01
35,0000360_00001_d_0000713_14,1,normal,3.3000000000000003,0.82,-21.279244,-21.966096,-5dB,0.002675,481.473958,160.607685,0.045742,0.709613,2.173192,26.656084,0.16,0.1395,0.816,0.04,0.05,30.034776,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
35,0000360_00001_d_0000713_14,2,normal,3.3000000000000003,0.82,-21.736819,-22.059402,-5dB,0.005818,481.473958,160.607685,0.045742,33.289961,46.87093,26.656084,0.36,0.1395,2.899429,0.38,0.05,77.355942,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
35,0000315_01601_d_0000509_15,0,normal,3.3000000000000003,0.82,-18.748263,-22.800214,-5dB,0.000245,344.273259,160.62943,0.061061,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.566667,0.253333,32500.0,0.1,0.05,0.01
35,0000315_01601_d_0000509_15,1,normal,3.3000000000000003,0.82,-21.300988,-21.987841,-5dB,0.002662,344.273259,160.62943,0.061061,0.725847,2.234029,18.996757,0.16,0.1395,0.816,0.04,0.05,22.436286,1.0,0.666667,0.153333,292500.0,0.5,0.25,0.05
35,0000315_01601_d_0000509_15,2,normal,3.3000000000000003,0.82,-21.758563,-22.081147,-5dB,0.005789,344.273259,160.62943,0.061061,31.097949,44.003756,18.996757,0.36,0.1395,2.899429,0.38,0.05,66.829441,1.0,0.7,0.12,650000.0,1.0,0.55,0.35
35,0000026_04978_d_0000034_16,0,normal,5.5,0.65,-14.286306,-18.338257,-5dB,0.000682,319.886121,156.167472,0.065923,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.567568,0.082432,32500.0,0.1,0.05,0.01
35,0000026_04978_d_0000034_16,1,normal,5.5,0.65,-16.839031,-17.525883,-5dB,0.007394,319.886121,156.167472,0.065923,0.727275,0.805726,17.631965,0.16,0.1395,0.816,0.04,0.05,19.643191,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
35,0000026_04978_d_0000034_16,2,normal,5.5,0.65,-17.296605,-17.619189,-5dB,0.016086,319.886121,156.167472,0.065923,33.008182,16.810192,17.631965,0.36,0.1395,2.899429,0.38,0.05,38.271086,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
35,0000291_05201_d_0000893_17,0,critical,3.3000000000000003,0.82,-23.39953,-27.451481,-5dB,8.4e-05,575.942047,165.280696,0.040574,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
35,0000291_05201_d_0000893_17,1,critical,3.3000000000000003,0.82,-26.40983,-26.732413,-5dB,0.001988,575.942047,165.280696,0.040574,1.029653,4.243213,31.919519,0.16,0.1395,0.272,0.04,0.05,36.824231,1.0,0.201814,0.618186,650000.0,1.0,0.4,0.15
35,0000291_05201_d_0000893_17,2,critical,3.3000000000000003,0.82,-26.40983,-26.732413,-5dB,0.001988,575.942047,165.280696,0.040574,37.365825,153.984979,31.919519,0.36,0.1395,2.255111,0.38,0.05,189.089109,1.0,0.0,0.82,650000.0,1.0,0.7,0.45
35,0000360_00197_d_0000714_18,0,normal,3.3000000000000003,0.82,-17.205211,-21.257162,-5dB,0.00035,424.27281,159.086377,0.050458,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.390805,0.429195,32500.0,0.1,0.05,0.01
35,0000360_00197_d_0000714_18,1,normal,3.3000000000000003,0.82,-19.757936,-20.444788,-5dB,0.003792,424.27281,159.086377,0.050458,0.709613,1.533002,23.465723,0.16,0.1395,0.816,0.04,0.05,26.204226,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
35,0000360_00197_d_0000714_18,2,normal,3.3000000000000003,0.82,-20.215511,-20.538094,-5dB,0.008248,424.27281,159.086377,0.050458,33.289961,33.062536,23.465723,0.36,0.1395,2.899429,0.38,0.05,60.357187,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
35,0000117_01731_d_0000089_19,0,normal,3.3000000000000003,0.82,-22.479827,-26.531779,-5dB,0.000104,462.664064,164.360994,0.047118,0.0,0.0,0.0,0.0,0.1395,0.02,0.04,0.0,0.1995,0.0,0.566667,0.253333,32500.0,0.1,0.05,0.01
35,0000117_01731_d_0000089_19,1,normal,3.3000000000000003,0.82,-25.032552,-25.719405,-5dB,0.001129,462.664064,164.360994,0.047118,0.725847,5.2657,25.607317,0.16,0.1395,0.816,0.04,0.05,32.078517,1.0,0.666667,0.153333,292500.0,0.5,0.25,0.05
35,0000117_01731_d_0000089_19,2,normal,3.3000000000000003,0.82,-25.490127,-25.812711,-5dB,0.002456,462.664064,164.360994,0.047118,31.097949,103.722682,25.607317,0.36,0.1395,2.899429,0.38,0.05,133.158927,1.0,0.7,0.12,650000.0,1.0,0.55,0.35
36,0000289_00401_d_0000813_0,0,normal,3.3000000000000003,0.82,-16.996917,-21.048868,-5dB,0.000367,263.223859,158.878083,0.083028,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.758621,0.061379,32500.0,0.1,0.05,0.01
36,0000289_00401_d_0000813_0,1,normal,3.3000000000000003,0.82,-19.549642,-20.236494,-5dB,0.003977,263.223859,158.878083,0.083028,0.709613,1.461534,14.453715,0.16,0.121062,0.816,0.04,0.05,17.102311,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
36,0000289_00401_d_0000813_0,2,normal,3.3000000000000003,0.82,-20.007217,-20.3298,-5dB,0.008652,263.223859,158.878083,0.083028,33.289961,31.521024,14.453715,0.36,0.121062,2.899429,0.38,0.05,49.78523,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
36,0000163_00001_d_0000001_1,0,critical,3.3000000000000003,0.82,-5.911763,-9.963714,-5dB,0.004505,238.2758,147.79293,0.094993,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
36,0000163_00001_d_0000001_1,1,critical,3.3000000000000003,0.82,-8.922063,-9.244646,-5dB,0.105434,238.2758,147.79293,0.094993,1.029653,0.080002,13.049686,0.16,0.121062,0.272,0.04,0.05,13.77275,1.0,0.201814,0.618186,650000.0,1.0,0.4,0.15
36,0000163_00001_d_0000001_1,2,critical,3.3000000000000003,0.82,-8.922063,-9.244646,-5dB,0.105434,238.2758,147.79293,0.094993,37.365825,2.90325,13.049686,0.36,0.121062,2.255111,0.38,0.05,19.119109,1.0,0.0,0.82,650000.0,1.0,0.7,0.45
36,0000001_02999_d_0000005_2,0,normal,3.3000000000000003,0.82,-22.523301,-26.575252,-5dB,0.000103,506.06057,164.404467,0.044148,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.432432,0.387568,32500.0,0.1,0.05,0.01
36,0000001_02999_d_0000005_2,1,normal,3.3000000000000003,0.82,-25.076026,-25.762878,-5dB,0.001118,506.06057,164.404467,0.044148,0.727275,5.329073,28.026514,0.16,0.121062,0.816,0.04,0.05,34.542649,1.0,0.432432,0.387568,292500.0,0.5,0.25,0.05
36,0000001_02999_d_0000005_2,2,normal,3.3000000000000003,0.82,-25.533601,-25.856184,-5dB,0.002432,506.06057,164.404467,0.044148,33.008182,111.200119,28.026514,0.36,0.121062,2.899429,0.38,0.05,143.037123,1.0,0.513514,0.306486,650000.0,1.0,0.55,0.35
36,0000360_02745_d_0000727_3,0,normal,3.3000000000000003,0.82,-22.00179,-26.053741,-5dB,0.000116,497.485412,163.882956,0.04468,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.671875,0.148125,32500.0,0.1,0.05,0.01
36,0000360_02745_d_0000727_3,1,normal,3.3000000000000003,0.82,-24.554515,-25.241367,-5dB,0.00126,497.485412,163.882956,0.04468,0.70485,4.581118,27.548595,0.16,0.121062,0.816,0.04,0.05,33.316775,1.0,0.78125,0.03875,292500.0,0.5,0.25,0.05
36,0000360_02745_d_0000727_3,2,normal,3.3000000000000003,0.82,-25.01209,-25.334673,-5dB,0.002741,497.485412,163.882956,0.04468,31.0457,92.769625,27.548595,0.36,0.121062,2.899429,0.38,0.05,124.128711,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
36,0000271_00601_d_0000377_4,0,normal,5.5,0.65,-21.336905,-25.388857,-5dB,0.000135,410.110289,163.218072,0.051914,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.567568,0.082432,32500.0,0.1,0.05,0.01
36,0000271_00601_d_0000377_4,1,normal,5.5,0.65,-23.88963,-24.576483,-5dB,0.001469,410.110289,163.218072,0.051914,0.727275,4.056884,22.675274,0.16,0.121062,0.816,0.04,0.05,27.91922,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
36,0000271_00601_d_0000377_4,2,normal,5.5,0.65,-24.347205,-24.669789,-5dB,0.003194,410.110289,163.218072,0.051914,33.008182,84.653008,22.675274,0.36,0.121062,2.899429,0.38,0.05,111.138773,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
36,0000280_01001_d_0000617_5,0,critical,3.3000000000000003,0.82,-6.116824,-10.168775,-5dB,0.004306,209.65166,147.99799,0.11501,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
36,0000280_01001_d_0000617_5,1,critical,3.3000000000000003,0.82,-9.127124,-9.449707,-5dB,0.100823,209.65166,147.99799,0.11501,1.029653,0.08366,11.433357,0.16,0.121062,0.272,0.04,0.05,12.16008,1.0,0.201814,0.618186,650000.0,1.0,0.4,0.15
36,0000280_01001_d_0000617_5,2,critical,3.3000000000000003,0.82,-9.127124,-9.449707,-5dB,0.100823,209.65166,147.99799,0.11501,37.365825,3.036011,11.433357,0.36,0.121062,2.255111,0.38,0.05,17.635541,1.0,0.0,0.82,650000.0,1.0,0.7,0.45
36,0000287_01201_d_0000765_6,0,normal,5.5,0.65,-21.010738,-25.062689,-5dB,0.000146,327.005706,162.891904,0.064391,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
36,0000287_01201_d_0000765_6,1,normal,5.5,0.65,-23.563463,-24.250315,-5dB,0.001583,327.005706,162.891904,0.064391,0.709613,3.672464,18.030558,0.16,0.121062,0.816,0.04,0.05,22.890084,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
36,0000287_01201_d_0000765_6,2,normal,5.5,0.65,-24.021038,-24.343621,-5dB,0.003443,327.005706,162.891904,0.064391,33.289961,79.209072,18.030558,0.36,0.121062,2.899429,0.38,0.05,101.05012,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
36,0000333_03333_d_0000018_7,0,normal,5.5,0.65,-24.206972,-28.258924,-5dB,7e-05,475.822054,166.088139,0.04614,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
36,0000333_03333_d_0000018_7,1,normal,5.5,0.65,-26.759697,-27.44655,-5dB,0.000759,475.822054,166.088139,0.04614,0.70485,7.607319,26.340987,0.16,0.121062,0.816,0.04,0.05,35.135368,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
36,0000333_03333_d_0000018_7,2,normal,5.5,0.65,-27.217272,-27.539856,-5dB,0.001651,475.822054,166.088139,0.04614,31.0457,154.053447,26.340987,0.36,0.121062,2.899429,0.38,0.05,184.204925,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
36,0000312_00001_d_0000414_8,0,normal,3.3000000000000003,0.82,-23.324601,-27.376552,-5dB,8.6e-05,429.155094,165.205767,0.049987,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.567568,0.252432,32500.0,0.1,0.05,0.01
36,0000312_00001_d_0000414_8,1,normal,3.3000000000000003,0.82,-25.877326,-26.564178,-5dB,0.00093,429.155094,165.205767,0.049987,0.727275,6.407444,23.738161,0.16,0.121062,0.816,0.04,0.05,31.332667,1.0,0.432432,0.387568,292500.0,0.5,0.25,0.05
36,0000312_00001_d_0000414_8,2,normal,3.3000000000000003,0.82,-26.334901,-26.657484,-5dB,0.002022,429.155094,165.205767,0.049987,33.008182,133.70279,23.738161,0.36,0.121062,2.899429,0.38,0.05,161.251442,1.0,0.513514,0.306486,650000.0,1.0,0.55,0.35
36,0000287_01001_d_0000764_9,0,critical,5.5,0.78,-28.322967,-32.374918,-5dB,2.7e-05,485.665221,170.204133,0.045455,0.0,0.0,0.0,0.0,0.121062,0.02,0.04,0.0,0.181062,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
36,0000287_01001_d_0000764_9,1,critical,5.5,0.78,-31.333267,-31.65585,-5dB,0.00064,485.665221,170.204133,0.045455,1.027361,13.144938,26.889733,0.16,0.121062,0.272,0.04,0.05,40.677733,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
36,0000287_01001_d_0000764_9,2,critical,5.5,0.78,-31.333267,-31.65585,-5dB,0.00064,485.665221,170.204133,0.045455,37.48726,479.644015,26.889733,0.36,0.121062,2.255111,0.38,0.05,509.699921,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
