policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,semantic_path_reject_ratio,admission_success_rate,admitted_task_success_rate,reject_ratio,correct_reject_ratio,wrong_reject_ratio,reject_feasible_ratio,average_expected_saved_energy_j,average_expected_saved_delay_s,infeasibility_aware_utility,cache_eligible_ratio,joint_feasible_selection_ratio,deadline_infeasible_selection_ratio,utm_infeasible_selection_ratio,average_selected_path_deadline_slack_s,average_q_defer,average_q_cache_stale,expert_path_agreement_rate,expert_path_cache_ratio,expert_path_token_ratio,expert_path_image_ratio,expert_path_defer_ratio,expert_path_cache_update_ratio,expert_mobility_agreement_rate,mobility_stay_ratio,mobility_serve_task_ratio,mobility_reposition_ratio,mobility_avoid_conflict_ratio,mobility_return_base_ratio,utm_safe_service_ratio,oracle_path_feasible_ratio,oracle_mobility_feasible_ratio,infeasible_oracle_ratio,selected_mobility_deadline_infeasible_ratio,selected_mobility_utm_infeasible_ratio,bottleneck_none_ratio,bottleneck_semantic_quality_ratio,bottleneck_queue_delay_ratio,bottleneck_tx_delay_ratio,bottleneck_resource_ratio,bottleneck_mobility_ratio,bottleneck_utm_ratio,bottleneck_expired_ratio,average_defer_count,bc_loss,average_reward,seed,benchmark_policy,variant_kind
always_cache,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.342569,0.342569,0.0,0.0,0.0,0.0,0.0,0.0,0.342569,0.130982,0.130982,0.0,0.0,2.1359,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.823678,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.510045,1,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.657431,0.0,0.61705,0.6672,0.112785,18.198491,2520.251065,0.985565,0.985565,0.198862,0.778766,0.777647,0.65,0.82,0.933936,58.920205,8705.236029,0.070529,0.0,2478.661189,16.393262,0.014117,0.11578,0.973209,0.342569,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.360202,0.0,1.0,0.0,-16.408819,0.0,0.0,0.639798,0.360202,0.639798,0.0,0.0,0.0,0.193955,0.0,1.0,0.0,0.0,0.0,1.0,0.360202,0.458438,0.541562,1.0,0.0,0.0,0.327456,0.0,0.0,0.0,0.639798,0.0,0.0,0.0,0.0,-5.977226,1,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.657431,0.0,0.61248,0.64693,0.096701,53.990748,2728.630463,36.787224,36.787224,0.243917,0.778766,0.777647,0.65,0.82,1.170936,207.253171,9621.976111,0.118388,0.0,2478.661189,16.393262,0.014117,0.11578,0.0,0.342569,1.0,0.078086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.360202,0.0,1.0,0.0,-52.201075,0.0,0.0,0.0,0.360202,0.639798,0.0,0.0,0.0,0.010076,0.0,1.0,0.0,0.0,0.0,1.0,0.31738,0.410579,0.589421,1.0,0.0,0.0,0.324937,0.0,0.304786,0.0,0.31738,0.0,0.0,0.0,0.0,-13.288113,1,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.229219,0.821051,0.866539,0.107226,14.491942,1897.16919,2.410415,2.410415,0.01233,0.778463,0.658095,0.65,0.82,0.013304,43.281651,6245.209594,0.047859,0.0,1851.91957,12.1234,0.011923,0.087813,0.934477,0.052897,0.770781,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.0,0.229219,0.229219,0.0,0.0,0.0,0.0,0.0,0.0,-0.541562,0.292191,0.040302,0.758186,0.0,-12.560506,0.0,0.881612,0.493703,0.292191,0.707809,0.0,0.0,0.0,0.193955,0.241814,0.758186,0.0,0.0,0.0,1.0,0.292191,0.433249,0.566751,0.758186,0.0,0.040302,0.236776,0.0,0.005038,0.0,0.692695,0.0,0.0,0.0,0.0,-4.527853,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.342569,0.342569,0.0,0.0,0.0,0.0,0.0,0.0,0.342569,0.130982,0.130982,0.0,0.0,2.1359,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.823678,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.510045,1,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.848866,0.589421,0.773294,0.814416,0.109909,3.009579,280.609974,0.434241,0.434241,0.045904,0.768816,0.725333,0.65,0.82,0.131865,4.189219,285.30423,0.0,0.0,258.806805,1.234795,0.000294,0.034556,0.0,0.151134,0.319899,0.0,0.0,0.0,0.0,0.0,0.531486,0.468514,0.0,0.0,0.531486,0.468514,0.0,0.0,0.0,0.0,0.589421,0.589421,0.0,0.0,0.0,0.0,0.0,0.0,0.269521,0.173804,0.04534,0.493703,0.0,-8.529337,0.0,2.035264,0.415617,0.173804,0.826196,0.0,0.0,0.0,0.687657,0.924433,0.06801,0.0,0.007557,0.0,1.0,0.156171,0.24937,0.75063,0.314861,0.0,0.04534,0.493703,0.015113,0.0,0.0,0.445844,0.0,0.0,0.0,0.05751,-0.760027,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.335013,0.335013,0.0,0.0,0.0,0.0,0.0,0.0,0.335013,0.130982,0.130982,0.0,0.0,2.141456,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.831234,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509443,2,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.352645,0.0,1.0,0.0,-16.549319,0.0,0.0,0.647355,0.352645,0.647355,0.0,0.0,0.0,0.206549,0.0,1.0,0.0,0.0,0.0,1.0,0.352645,0.455919,0.544081,1.0,0.0,0.0,0.329975,0.0,0.0,0.0,0.63728,0.0,0.0,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.352645,0.0,1.0,0.0,-53.897653,0.0,0.0,0.0,0.352645,0.647355,0.0,0.0,0.0,0.007557,0.0,1.0,0.0,0.0,0.0,1.0,0.312343,0.40806,0.59194,1.0,0.0,0.0,0.327456,0.0,0.327456,0.0,0.292191,0.0,0.0,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.0,0.231738,0.231738,0.0,0.0,0.0,0.0,0.0,0.0,-0.536524,0.284635,0.042821,0.758186,0.0,-12.829668,0.0,0.871537,0.506297,0.284635,0.715365,0.0,0.0,0.0,0.188917,0.241814,0.758186,0.0,0.0,0.0,1.0,0.284635,0.433249,0.566751,0.758186,0.0,0.042821,0.234257,0.0,0.010076,0.0,0.687657,0.0,0.0,0.0,0.0,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.335013,0.335013,0.0,0.0,0.0,0.0,0.0,0.0,0.335013,0.130982,0.130982,0.0,0.0,2.141456,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.831234,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.821159,0.277078,0.752197,0.790304,0.10133,16.967236,113.410867,0.560902,0.560902,0.072342,0.775592,0.730704,0.65,0.82,0.210796,56.776091,0.0,0.0,0.0,78.198803,0.002614,-1.6e-05,0.067668,0.0,0.178841,0.602015,0.0,0.0,0.0,0.0,0.0,0.43073,0.56927,0.0,0.0,0.43073,0.56927,0.0,0.0,0.0,0.0,0.277078,0.277078,0.0,0.0,0.0,0.0,0.0,0.0,-0.324937,0.279597,0.047859,0.586902,0.0,-8.597487,0.0,1.433249,0.390428,0.279597,0.720403,0.0,0.0,0.0,0.871537,0.997481,0.0,0.0,0.002519,0.0,1.0,0.256927,0.405542,0.594458,0.277078,0.0,0.047859,0.382872,0.002519,0.0,0.0,0.566751,0.0,0.0,0.0,0.076172,-4.168103,2,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726454,0.0,5.5,0.0,0.0,0.146,0.0,0.0,0.0,0.916,1.0,0.0,0.0,0.0,0.0,0.0,0.146,0.882,0.118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111729,0,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.408,0.004,0.566052,0.885935,0.573518,4.445756,709.475924,0.985626,0.985626,0.127184,0.63132,0.639122,0.62,0.64,0.818756,1.963696,1618.061688,0.0,0.0,656.163864,3.254781,0.075347,0.404823,0.993891,0.592,0.892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.888,0.034,0.108,0.892,0.0,-1.823556,0.0,0.0,0.108,0.032,0.108,0.0,0.0,0.0,0.042,0.0,1.0,0.0,0.0,0.0,1.0,0.14,0.626,0.374,0.892,0.0,0.108,0.0,0.01,0.0,0.028,0.854,0.0,0.0,0.0,0.0,-1.69375,0,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816827,777.153913,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.839537,1927.062487,5.5,0.0,564.065885,2.797946,0.064866,0.400388,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.783427,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.294,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,-3.404886,0,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.589331,762.958049,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.674541,1905.001761,5.37,0.0,564.065885,2.797946,0.064866,0.400388,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.555931,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.294,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.518,0.074,0.0,0.0,0.0,0.0,-3.32971,0,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726454,0.0,5.5,0.0,0.0,0.146,0.0,0.0,0.0,0.916,1.0,0.0,0.0,0.0,0.0,0.0,0.146,0.882,0.118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111729,0,lyapunov_greedy,heuristic
ppo,edge_overload,50,592,0.057432,0.028716,0.095346,0.153222,0.9214,0.28586,29.522065,0.166451,0.166451,0.537136,0.623378,0.623584,0.62,0.64,3.292185,0.0,0.0,0.0,0.0,21.924829,0.060391,-0.002829,0.042904,0.0,0.942568,0.035473,0.0,0.0,0.0,0.0,0.0,0.02027,0.163851,0.0,0.0,0.02027,0.163851,0.0,0.0,0.0,0.815878,0.844595,0.155963,0.815878,0.815878,0.0,0.815878,47.470152,0.386584,0.809122,0.108108,0.947635,0.052365,0.0,1.424819,0.0,0.028716,0.947635,0.072635,0.111486,0.0,0.0,0.0,0.927365,0.940878,0.0,0.0,0.059122,0.0,1.0,0.184122,0.592905,0.407095,0.028716,0.0,0.131757,0.0,0.0,0.0,0.0,0.052365,0.0,0.219595,0.0,0.122554,0.128955,0,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707963,0.0,5.5,0.0,0.0,0.142,0.0,0.0,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.88,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111627,1,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.392,0.004,0.562124,0.887573,0.581907,4.424841,706.139839,0.991631,0.991631,0.129262,0.63164,0.639145,0.62,0.64,0.828369,1.950671,1604.856483,0.0,0.0,653.506689,3.241601,0.075223,0.403097,0.993853,0.608,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.892,0.034,0.104,0.896,0.0,-1.806841,0.0,0.0,0.104,0.032,0.104,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.136,0.63,0.37,0.896,0.0,0.104,0.0,0.012,0.0,0.026,0.858,0.0,0.0,0.0,0.0,-1.708245,1,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816066,777.093349,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.947399,1922.862906,5.5,0.0,564.005273,2.797645,0.065167,0.400935,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.801666,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,-3.404709,1,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.588578,762.897494,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.782447,1900.802227,5.37,0.0,564.005273,2.797645,0.065167,0.400935,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.574178,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.72,0.28,1.0,0.0,0.0,0.408,0.0,0.0,0.518,0.074,0.0,0.0,0.0,0.0,-3.329535,1,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707963,0.0,5.5,0.0,0.0,0.142,0.0,0.0,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.88,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111627,1,lyapunov_greedy,heuristic
ppo,edge_overload,50,592,0.059122,0.028716,0.096529,0.153829,0.919005,0.648227,96.941741,0.165748,0.165748,0.536242,0.623378,0.623591,0.62,0.64,3.290913,0.095889,444.181784,0.0,0.0,89.25959,0.421189,0.006126,0.042181,0.0,0.940878,0.037162,0.0,0.0,0.0,0.0,0.0,0.021959,0.163851,0.0,0.0,0.021959,0.163851,0.0,0.0,0.0,0.814189,0.842905,0.154545,0.814189,0.814189,0.0,0.814189,47.201199,0.383809,0.805743,0.109797,0.945946,0.054054,0.0,1.434044,0.0,0.028716,0.945946,0.076014,0.109797,0.0,0.0,0.0,0.880068,0.869932,0.069257,0.0,0.060811,0.0,1.0,0.185811,0.592905,0.407095,0.028716,0.0,0.131757,0.0,0.0,0.0,0.0,0.054054,0.0,0.221284,0.0,0.11638,0.024416,1,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689674,0.0,5.5,0.0,0.0,0.142,0.0,0.0,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.874,0.126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111605,2,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.398,0.004,0.565904,0.889416,0.577533,4.44477,709.829681,0.989133,0.989133,0.126388,0.63152,0.639136,0.62,0.64,0.810053,1.965784,1609.986454,0.0,0.0,656.941944,3.258641,0.075222,0.410496,0.993867,0.602,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.892,0.034,0.104,0.896,0.0,-1.84517,0.0,0.0,0.104,0.032,0.104,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.136,0.624,0.376,0.896,0.0,0.104,0.0,0.012,0.0,0.026,0.858,0.0,0.0,0.0,0.0,-1.713702,2,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.054,0.0,0.32749,0.59164,0.746966,6.8355,780.829047,161.285091,161.285091,0.323033,0.63828,0.639323,0.62,0.64,1.875629,6.999894,1927.935866,5.5,0.0,567.440529,2.814685,0.065167,0.408334,0.0,0.946,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.8395,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.714,0.286,1.0,0.0,0.0,0.398,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,-3.400002,2,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.084,0.0,0.33007,0.594203,0.74691,6.59019,765.541053,148.363288,148.363288,0.321098,0.63828,0.639956,0.62,0.64,1.872405,6.820757,1903.69095,5.358,0.0,567.440529,2.814685,0.065167,0.408334,0.080118,0.916,1.0,0.0,0.916,0.0,0.0,0.0,0.0,0.084,0.916,0.0,0.0,0.084,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-3.59419,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.714,0.286,1.0,0.0,0.0,0.398,0.0,0.0,0.522,0.08,0.0,0.0,0.0,0.0,-3.318981,2,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689674,0.0,5.5,0.0,0.0,0.142,0.0,0.0,0.0,0.918,1.0,0.0,0.0,0.0,0.0,0.0,0.142,0.874,0.126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111605,2,lyapunov_greedy,heuristic
ppo,edge_overload,50,593,0.052277,0.026981,0.089668,0.145296,0.926263,0.271321,27.945794,0.158524,0.158524,0.541928,0.623373,0.623559,0.62,0.64,3.329097,0.0,0.0,0.0,0.0,20.798721,0.056844,-0.002972,0.041056,0.0,0.947723,0.030354,0.0,0.0,0.0,0.0,0.0,0.020236,0.155143,0.0,0.0,0.020236,0.155143,0.0,0.0,0.0,0.824621,0.851602,0.153846,0.824621,0.824621,0.0,0.824621,48.195599,0.393947,0.821248,0.106239,0.951096,0.048904,0.0,1.475101,0.0,0.028668,0.951096,0.06914,0.106239,0.0,0.0,0.0,0.93086,0.944351,0.0,0.0,0.055649,0.0,1.0,0.175379,0.591906,0.408094,0.025295,0.0,0.126476,0.0,0.0,0.0,0.0,0.048904,0.0,0.219224,0.0,0.119096,0.120739,2,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload_soft,50,500,0.0,0.0,0.20325,0.343126,0.700361,0.259043,85.85,0.0,0.0,0.348271,0.551522,0.551522,0.5336,0.552,1.91066,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.940457,0.0,5.5,0.0,0.0,0.314,0.0,0.0,0.0,0.698,1.0,0.0,0.0,0.0,0.0,0.0,0.314,0.79,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.086149,0,always_cache,heuristic
